ID,Sektor,Total,Padat_Ditimbun_di_TPA ,Padat_Ditimbun_Lubang,Padat_Kompos,Padat_3R,Padat_ins_sampah_domestik,Padat_ins_sampah_industri,Padat_dibakar_terbuka,Padat_tidak_terkelola ,Cair_septic_tank,Cair_MCK_plus,Cair_IPAL_Aerob,Cair_IPAL_Anaerob,Cair_tidak_terkelola,Cair_Biogas,Cair_Pengolahan_KIMIA,Cair_3R
1,Padi,4987989.7,0,0,1552099.973,0,0,0,1552099.973,1823101.555,52404.2607,0,0,382.33566,7901.60364,0,0,0
2,Jagung,138154.984,0,0,0,39648.3312,0,0,0,92512.7728,5175.71538,0,0,37.761444,780.403176,0,0,0
3,Kacang Kedelai,580.5,0,0,0,156.51,0,0,0,365.19,50.7738,0,0,0.37044,7.65576,0,0,0
4,Ketela pohon,28899.42,0,0,0,8001.27,0,0,0,18669.63,1924.32702,0,0,14.039676,290.153304,0,0,0
5,Tanaman pangan lainnya,3360.63,0,0,0,827.685,0,0,0,1931.265,519.55068,0,0,3.790584,78.338736,0,0,0
6,Jasa pertanian dan perburuan,3105.1645,0.7859545,0.618456,0.0334997,0,0,0,6.79915065,4.64743915,2670.18378,0,0,19.481364,402.614856,0,0,0
7,Jeruk,30432.45,0,0,0,6554.835,0,0,0,15294.615,7411.4205,0,0,54.0729,1117.5066,0,0,0
8,Hortikultura lainnya,38021.13,0,0,0,9136.035,0,0,0,21317.415,6534.69168,0,0,47.676384,985.311936,0,0,0
9,Karet ,38527.57,0,0,0,3687.195,0,0,0,8603.455,22655.58042,0,0,165.292596,3416.046984,0,0,0
10,Kelapa,53167.84,0,0,0,0,0,0,0,29711.44,0,0,0,7036.92,16419.48,0,0,0
11,Kelapa Sawit,1165773.4,0,0,0,214262.7,0,0,0,214262.7,0,0,0,306142.232,431105.768,0,0,0
12,Kopi,711.66,0,0,0,177.03,0,0,0,413.07,104.96706,0,0,0.765828,15.827112,0,0,0
13,Lada,898.2,0,0,0,199.44,0,0,0,465.36,201.5409,0,0,1.47042,30.38868,0,0,0
14,Tan.Perkeb.lainnya,988.8,0,0,0,167.94,0,0,0,391.86,370.4415,0,0,2.7027,55.8558,0,0,0
15,Unggas dan hasilnya,8519.28495,0,0,0,1167.841485,0,0,0,2724.963465,3994.96548,0,0,29.146824,602.367696,0,0,0
16,Peternakan lainnya,29603.114,0,0,0,903.5355,0,0,0,5372.4105,0,0,0,0,23327.168,0,0,0
17,Kayu,118137.5788,0,0,0,32020.32535,0,0,0,80331.69341,4995.83106,0,0,36.449028,753.279912,0,0,0
18,Hasil Hutan lainnya,2741.616,0.693936,0.546048,0.0295776,0,0,0,6.0031152,4.1033232,2357.56224,0,0,17.200512,355.477248,0,0,0
19,Perikanan Tangkap,10311.19277,0,0,0,1833.336384,0,0,0,1833.336384,5737.54302,0,0,41.860476,865.116504,0,0,0
20,Perikanan Budidaya,3954.534834,0,0,0,517.527417,0,0,0,517.527417,2520.97098,0,0,18.392724,380.116296,0,0,0
21,Pertambangan dan Penggalian,9476.843,2.398703,1.887504,0.1022398,0,0,0,20.7507471,14.1838061,8149.29852,0,0,59.456376,1228.765104,0,0,0
22,Industri Minyak Kelapa Sawit,629.733,0.159393,0.125424,0.0067938,0,0,0,1.3788801,0.9425091,541.51812,0,0,3.950856,81.651024,0,0,0
23,Industri Makanan dan Minuman,2113.57,0.53497,0.42096,0.022802,0,0,0,4.627929,3.163339,1817.4948,0,0,13.26024,274.04496,0,0,0
24,Industri tekstil dan pakaian jadi,3.133,0.000793,0.000624,0.0000338,0,0,0,0.0068601,0.0046891,2.69412,0,0,0.019656,0.406224,0,0,0
25,"Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya ",4455.4875,1.1277375,0.8874,0.0480675,0,0,0,9.75585375,6.66844125,3831.3495,0,0,27.9531,577.6974,0,0,0
26,"Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi Media Rekaman ",11.809,0.002989,0.002352,0.0001274,0,0,0,0.0258573,0.0176743,10.15476,0,0,0.074088,1.531152,0,0,0
27,"Industri Kimia, Farmasi dan Obat Tradisional",120.982,0.030622,0.024096,0.0013052,0,0,0,0.2649054,0.1810714,104.03448,0,0,0.759024,15.686496,0,0,0
28,"Industri Karet, Barang dari Karet dan Plastik",3385.568,0.856928,0.674304,0.0365248,0,0,0,7.4131296,5.0671136,2911.30752,0,0,21.240576,438.971904,0,0,0
29,Industri Barang Galian bukan Logam,10.0015,0.0025315,0.001992,0.0001079,0,0,0,0.02189955,0.01496905,8.60046,0,0,0.062748,1.296792,0,0,0
30,"Industri Barang dari Logam, Komputer, Barang Elektronik, Optik dan Peralatan Listrik",16.87,0.00427,0.00336,0.000182,0,0,0,0.036939,0.025249,14.5068,0,0,0.10584,2.18736,0,0,0
31,Industri Furnitur,7.3505,0.0018605,0.001464,0.0000793,0,0,0,0.01609485,0.01100135,6.32082,0,0,0.046116,0.953064,0,0,0
32,Industri lainnya,29.5225,0.0074725,0.00588,0.0003185,0,0,0,0.06464325,0.04418575,25.3869,0,0,0.18522,3.82788,0,0,0
33,Ketenagalistrikan,4.548528753,0,0,0.033999402,4.448008781,0,0,0,0.06652057,0,0,0,0,0,0,0,0
34,Pengadaan air,290671.1103,107.092942,84.269856,4.5646172,284.88834,0,0,926.4417294,633.2528554,249232.5231,0,0,1818.37278,37579.70412,0,0,0
35,Konstruksi,11736.0975,2.9705475,2.33748,0.1266135,0,0,0,25.69767075,17.56518825,10092.0699,0,0,73.63062,1521.69948,0,0,0
36,"Perdagangan besar eceran,reparasi mobil dan sepeda motor",31743.6765,8.0347065,6.322392,0.3424629,0,0,0,69.50679705,47.51014155,27296.92746,0,0,199.155348,4115.877192,0,0,0
37,Pengangkutan darat,71323.97364,354.84564,0,0,0,0,0,0,0,0,0,0,49678.3896,21290.7384,0,0,0
38,Pengangkutan laut,9399910.999,46.99932,0,0,0,0,0,0,0,0,0,0,6579904.8,2819959.2,0,0,0
39,Pengangkutan Sungai dan penyeberangan,498.87,0.12627,0.09936,0.005382,0,0,0,1.092339,0.746649,428.9868,0,0,3.12984,64.68336,0,0,0
40,Pengangkutan Udara,167903.9686,232.33944,0,0,0,0,0,0,0,0,0,83835.8146,58665.7086,25170.106,0,0,0
41,"Pergudangan,Jasa Penunjang Angkutan, pos dan kurir",1873.052,0.474092,0.373056,0.0202072,0,0,0,4.1012844,2.8033604,1610.66928,0,0,11.751264,242.859456,0,0,0
42,Penyediaan Akomodasi,518.5115,0.1312415,0.103272,0.0055939,0,0,0,1.13534655,0.77604605,445.87686,0,0,3.253068,67.230072,0,0,0
43,Penyediaan makan dan minum,1155.354,0.292434,0.230112,0.0124644,0,0,0,2.5297938,1.7291958,993.50856,0,0,7.248528,149.802912,0,0,0
44,Informasi dan Komunikasi,2457.718,0.622078,0.489504,0.0265148,0,0,0,5.3814846,3.6784186,2113.43352,0,0,15.419376,318.667104,0,0,0
45,Bank,996.776,0.252296,0.198528,0.0107536,0,0,0,2.1825672,1.4918552,857.14464,0,0,6.253632,129.241728,0,0,0
46,Asuransi,338.9665,0.0857965,0.067512,0.0036569,0,0,0,0.74221005,0.50732455,291.48306,0,0,2.126628,43.950312,0,0,0
47,Jasa Keuangan Lainnya,329.688,0.083448,0.065664,0.0035568,0,0,0,0.7218936,0.4934376,283.50432,0,0,2.068416,42.747264,0,0,0
48,Real estate,0.964,0.000244,0.000192,0.0000104,0,0,0,0.0021108,0.0014428,0.82896,0,0,0.006048,0.124992,0,0,0
49,Jasa Perusahaan,864.3465,0.2187765,0.172152,0.0093249,0,0,0,1.89259605,1.29365055,743.26626,0,0,5.422788,112.070952,0,0,0
50,Administrasi Pemerintahan dan Pertahanan,22476.624,5.689104,4.476672,0.2424864,0,0,0,49.2154128,33.6403248,19328.03136,0,0,141.015168,2914.313472,0,0,0
51,Jasa pendidikan,2669.798,0.675758,0.531744,0.0288028,0,0,0,5.8458606,3.9958346,2295.80472,0,0,16.749936,346.165344,0,0,0
52,Jasa Kesehatan dan kegiatan sosial,2644.1315,0.6692615,0.526632,0.0285259,0,0,0,5.78966055,3.95742005,2273.73366,0,0,16.588908,342.837432,0,0,0
53,Jasa Lainnya,198.825,0.050325,0.0396,0.002145,0,0,0,0.4353525,0.2975775,170.973,0,0,1.2474,25.7796,0,0,0
54,Kegiatan yg tak jelas batasannya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
