366280,0,0,0,0,0,0,0,0,0,0,0,0,0,18126,11206,0,0,0,0,0,0,4013832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2798,0,0,0,0,0,0,0,0,0,0,0,0,22163,31523,0,0,0,0,0,0,238480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3402,0,0,0,0,0,0,0,0,0,22,0
0,0,329,0,0,0,0,0,0,0,0,0,0,0,69,33,0,0,0,0,0,0,1837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,993,0,0,0,0,0,0,0,0,0,14,0
0,0,0,2155,0,0,0,0,0,0,0,0,0,0,303,45,0,0,0,0,0,0,290392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0
118,16,0,0,274,0,0,0,0,0,0,0,0,0,384,648,0,0,0,0,0,0,7643,0,0,0,20,0,0,0,0,0,0,0,0,0,0,2687,0,0,0,0,15663,0,0,0,0,0,0,0,0,19038,71,0
71527,2730,9,1977,34372,14000,4310,13934,11016,7676,32690,42,270,237,6460,21050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,626512,0,0,0,0,0,0,0,0,0,42,0
0,0,0,0,0,0,0,17001,0,0,0,0,0,0,8491,10465,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20492,0,0,0,0,871039,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,156507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971,918216,0,0,0,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,0,6050,0,0,0,10,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1207,0,0,0,0,0,0,0,0,0,19,0
0,0,0,0,0,0,0,0,0,0,222378,0,0,0,0,0,0,0,0,0,0,2810394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,12583,0,0,0,0,0,0,0,0,0,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,4779,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1414,1,0,4212,0,284,0,0,0,0,0,0,150,0,0,0,34,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1182,0,0,0,0,0,0,0,0,0,0,0
29435,3751,36,30,1292,3441,0,0,0,0,0,0,0,0,20367,112,0,0,0,0,0,0,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,0,0,0,46,160,0,0,0,0,0,0,0,0,41932,405,0
13473,1717,228,28,1518,4042,2796,6511,2961,247,476,6,87,53,0,197,0,0,0,0,0,0,49,0,0,0,21,0,0,0,0,31,0,0,0,0,0,128,0,0,0,217,31,0,0,0,0,0,0,0,0,4771,49,0
68,70,0,0,0,0,0,0,0,168,131,4,173,0,273,259,185752,0,0,617,3668,0,43,0,775119,13,0,0,0,0,236,0,0,0,13720,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,134,311,92,0,0,0,0,0,0,0,6639,34754,2730,56,47,0,126,0,392015,4,17,308,0,0,13,1943,0,0,2967,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,0,0,0,11656,1454,0,0,8751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,8006,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157569,0,0,7785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5483,0,0,0,0,0,0,0,0,0,119,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,73,84124,0,3,0,148,0,0,250,3251,5281,0,127,0,0,178158,0,0,1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4433,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,80,8,0,0,140013,15305,0,0,3948,38233,0,0,18839,0,0,0,996,0,0,0,0,1162,0,0,0,35388,19,17135,8101,386,40,6937,502990,51,33,0,221,0,352,0,111270,65618,733,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,46,4,19,1,0
760,0,0,0,26,68,10193,23737,153,9,97,1,110,129,542,619,49760,0,5083,2779,8848,775,154,2,67381,25,89,141,22,0,522,5675,10,161,1440288,19979,97,0,38510,2,1989,550,7,3966,0,0,0,0,0,978,1391,3879,143,0
1,0,0,0,2,1,3,2,2,3,1,0,0,0,1,1,3,4,1,3,8,1,4,0,5,8,1,2,0,0,0,2,5,4,3,354,9,2,0,5,1,5,27,2,249,10,14,0,15,1079,1521,11,8,0
24259,887,122,43,1311,3492,9018,21001,16468,530,6953,143,135,16,137,215,0,146,167,270,2802,227,63,2,1,20,3622,7737,1,0,1,10,281,13,0,36212,191,38,15,44,93,170,0,100,239,41,0,0,2,4355,1,2042,5,0
0,0,0,0,119,318,14,31,61,181,279,11,35,0,291,0,0,0,0,0,51,907,9,0,305,13,731,102224,4,0,15,1981,2,1305,85,342843,49994,353,72443,254,341,327,30,1162,310,70,292,0,358,10669,98,9436,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,4,0,707,220,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0
0,0,0,0,0,16,0,0,34,0,244,0,0,0,0,3,178,0,7,21,2040,0,0,0,2,0,0,0,0,153,1,0,241,2,401,85,1306,0,2,23,15,3,2,21,5,1,1,0,12,335,1131,520,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,324,1,11,0,0,0,0,1,0,4,1,0,0,0,2,3,1,45,0,0
28,44,1,5,21,56,16,38,132,113,1661,1,11,15,7,27,1200,158,1635,403,1836,10,9,0,39,5,31,616,1,0,3,88,13,0,1269,1168,17161,711,2054,4055,36,149,148,2,9,11,6,0,125,2029,638,14,78,0
0,0,0,0,0,1779,0,0,743,16,240,3,0,0,1316,1143,178,69,153,3212,125,13200,10507,804,1270,127,625,6471,268,482,18,244,993,217,16945,1956,2081,4161,26,288,10850,15548,9751,851,1479,2056,4250,24,782,42613,985,3052,1671,0
0,0,0,0,30,58,26,273,47,0,248,0,4,0,680,45,0,0,0,964,72,151,1469,3,548,7,320,1850,49,0,0,133,85,251,668,789,907,5,12,282,943,7071,8650,560,112,54,1795,4,206,18263,815,1322,774,0
6306,2535,70,0,7259,14092,38,61,0,1723,352656,32,0,1032,2914,7819,41201,0,838,14051,59339,153,904,30,330,153,116,30944,52,0,0,2199,855,15,9375,208416,29,8161,2321,3271,21337,9449,11206,920,334,115,687,474,939,293801,336113,11591,2131,0
83325,3576,331,284,5980,8438,61711,14023,30243,2839,62093,1205,2699,1168,35333,9904,43987,10860,13508,11050,71606,482129,360663,533,555699,728,30613,1245954,1429,3263,1075,3855,29689,1373,1392098,131058,106201,20792,62480,53670,8070,10834,195396,5559,6357,352,4266,24,3372,116358,103497,32509,2194,0
