0,0,0,464357,0
51060,0,0,158616,51393
3582,0,0,2454,0
7067,0,0,6525,0
225471,0,0,9267,2130
253920,0,0,10921,0
134103,0,109,19276,30337
401872,0,364,57169,6235
0,0,1942354,252431,0
390538,0,71296,298032,0
0,0,1577429,59780,0
9815,0,3393,28048,727
141881,0,799,108704,0
105260,0,1801,119252,3311
762138,0,0,58072,0
221761,0,2632,44519,122973
80547,0,0,30708,18071
96,0,0,311506,200
957942,0,0,130658,23809
1359147,0,0,13313,11068
882384,0,0,432580,5286242
0,0,0,116866,4916331
4479681,0,0,113786,207265
2212,0,10,317,669
324389,0,2870,-471635,2199000
3541,0,0,962,3012
77202,0,0,5478,14284
760702,0,0,185385,4659714
8224,0,396,3250,11295
14651,0,22116,1345,107
3579,0,1555,1854,2563
13991,0,3628,-7413,15750
677304,0,0,0,0
50783,0,0,0,0
0,0,11037392,0,0
7130305,0,1013809,1175428,4170563
1391677,0,875,60268,475783
137033,0,182,10286,82521
79124,0,424,13383,126844
273095,0,313,7725,81762
138183,0,1024,14148,123088
81560,0,0,0,0
3411259,0,0,0,0
886037,0,0,0,0
1144359,0,0,0,0
244570,0,0,0,0
200227,0,0,0,0
83,0,22,0,0
68524,0,0,0,0
507397,8708573,0,0,0
2226784,2319105,0,0,0
943433,482265,0,0,0
388030,0,109498,0,0
0,0,0,0,0
