ID,Sektor,Total,Padat_Ditimbun_di_TPA,Padat_Ditimbun_Lubang,Padat_Kompos,Padat_3R,Padat_ins_sampah_domestik,Padat_ins_sampah_industri,Padat_dibakar_terbuka,Padat_tidak_terkelola,Cair_septic_tank,Cair_MCK_plus,Cair_IPAL_Aerob,Cair_IPAL_Anaerob,Cair_tidak_terkelola,Cair_Biogas,Cair_Pengolahan_KIMIA,Cair_3R
22,Pertambangan & pengalian,1308.0275,0.25129325,0.14165775,0.17965025,0,0,0,2.43531925,2.4195795,1121.79912,0,0,0,180.80088,0,0,0
23,Ind makanan & minuman,377.7675,0.07257525,0.04091175,0.05188425,0,0,0,0.70333725,0.6987915,323.98344,0,0,0,52.21656,0,0,0
24,Ind minyak &  lemak,320.4095,0.06155585,0.03469995,0.04400645,0,0,0,0.59654665,0.5926911,274.791696,0,0,0,44.288304,0,0,0
25,Ind penggilingan padi,8979.7805,1.72516115,0.97249905,1.23332255,0,0,0,16.71878635,16.6107309,7701.298224,0,0,0,1241.221776,0,0,0
26,Ind makanan dari tepung,104.4735,0.02007105,0.01131435,0.01434885,0,0,0,0.19451145,0.1932543,89.599248,0,0,0,14.440752,0,0,0
27,Ind gula,122.3075,0.02349725,0.01324575,0.01679825,0,0,0,0.22771525,0.2262435,104.89416,0,0,0,16.90584,0,0,0
28,Ind makanan lainnya,346.076,0.0664868,0.0374796,0.0475316,0,0,0,0.6443332,0.6401688,296.803968,0,0,0,47.836032,0,0,0
29,Ind rokok &  tembakau,207.019,0.0397717,0.0224199,0.0284329,0,0,0,0.3854333,0.3829422,177.544992,0,0,0,28.615008,0,0,0
30,Ind tektil & kulit,5844.732,1.1228676,0.6329772,0.8027412,0,0,0,10.8818724,10.8115416,5012.597376,0,0,0,807.882624,0,0,0
31,Ind barang dari kayu dan rotan,426.9315,0.08202045,0.04623615,0.05863665,0,0,0,0.79487205,0.7897347,366.147792,0,0,0,59.012208,0,0,0
32,Ind kertas dan barang cetakan,262.69,0.050467,0.028449,0.036079,0,0,0,0.489083,0.485922,225.28992,0,0,0,36.31008,0,0,0
33,"Ind pupuk, kimia & pengilangan",559.7225,0.10753175,0.06061725,0.07687475,0,0,0,1.04210575,1.0353705,480.03288,0,0,0,77.36712,0,0,0
34,Ind semen dan sejenisnya,641.4215,0.12322745,0.06946515,0.08809565,0,0,0,1.19421505,1.1864967,550.100112,0,0,0,88.659888,0,0,0
35,Ind barang dari logam,291.369,0.0559767,0.0315549,0.0400179,0,0,0,0.5424783,0.5389722,249.885792,0,0,0,40.274208,0,0,0
36,"Ind angkutan, mesin dan peralatannya",115.921,0.0222703,0.0125541,0.0159211,0,0,0,0.2158247,0.2144298,99.416928,0,0,0,16.023072,0,0,0
37,Industri lainnya,180.027,0.0345861,0.0194967,0.0247257,0,0,0,0.3351789,0.3330126,154.395936,0,0,0,24.884064,0,0,0
38,Listrik dan air bersih,333916.3821,88.1400136,49.6858392,63.01873497,3133.36884,0,0,854.1776264,848.6710485,283230.8704,0,0,0,45648.44962,0,0,0
39,Bangunan,4078.443,0.7835349,0.4416903,0.5601513,0,0,0,7.5933501,7.5442734,3497.781024,0,0,0,563.738976,0,0,0
40,Perdagangan,13542.513,2.6017359,1.4666373,1.8599883,0,0,0,25.2137991,25.0508394,11614.41878,0,0,0,1871.901216,0,0,0
41,H o t e l,699.3,0,0,0,0,0,0,0,0,0,0,0,489.51,209.79,0,0,0
42,Restoran,381.8645,0.07336235,0.04135545,0.05244695,0,0,0,0.71096515,0.7063701,327.497136,0,0,0,52.782864,0,0,0
43,Angk. darat dan rel,11066.64192,55.05792,0,0,0,0,0,0,0,0,0,0,7708.1088,3303.4752,0,0,0
44,"Angk. laut, sungai & penyeberangan",264141360.7,1320.7002,0,0,0,0,0,0,0,0,0,0,184898028,79242012,0,0,0
45,Angk. udara,64036.82304,88.61184,0,0,0,0,0,0,0,0,0,31974.1056,22374.4896,9599.616,0,0,0
46,Jasa penunjang angkutan,621.539,0.1194077,0.0673119,0.0853649,0,0,0,1.1571973,1.1497182,533.048352,0,0,0,85.911648,0,0,0
47,Komunikasi,2357.3415,0.45288345,0.25529715,0.32376765,0,0,0,4.38895905,4.3605927,2021.718672,0,0,0,325.841328,0,0,0
48,Bank & lembaga keuangan lainnya,1083.1745,0.20809535,0.11730645,0.14876795,0,0,0,2.01668215,2.0036481,928.959216,0,0,0,149.720784,0,0,0
49,Real estat & jasa perusahaan,266.4255,0.05118465,0.02885355,0.03659205,0,0,0,0.49603785,0.4928319,228.493584,0,0,0,36.826416,0,0,0
50,Pemerintahan,18039.091,3.4656013,1.9536111,2.4775681,0,0,0,33.5856437,33.3685758,15470.80349,0,0,0,2493.436512,0,0,0
51,Jasa pemerintah lainnya,647.9285,0.12447755,0.07016985,0.08898935,0,0,0,1.20632995,1.1985333,555.680688,0,0,0,89.559312,0,0,0
52,Jasa sosial kemasyarakatan,1310.076,0.2516868,0.1418796,0.1799316,0,0,0,2.4391332,2.4233688,1123.555968,0,0,0,181.084032,0,0,0
53,Jasa Hiburan dan rekreasi,36.15,0.006945,0.003915,0.004965,0,0,0,0.067305,0.06687,31.0032,0,0,0,4.9968,0,0,0
54,Jasa Perorangan RT & Lainnya,2269.8585,0.43607655,0.24582285,0.31175235,0,0,0,4.22608095,4.1987673,1946.690928,0,0,0,313.749072,0,0,0
55,Barang & jasa yg tdk termasuk dimanapun,247.989,0.0476427,0.0268569,0.0340599,0,0,0,0.4617123,0.4587282,212.681952,0,0,0,34.278048,0,0,0
