ID,Sektor,Total,Padat_Ditimbun_di_TPA,Padat_Ditimbun_Lubang,Padat_Kompos,Padat_3R,Padat_ins_sampah_domestik,Padat_ins_sampah_industri,Padat_dibakar_terbuka,Padat_tidak_terkelola,Cair_septic_tank,Cair_MCK_plus,Cair_IPAL_Aerob,Cair_IPAL_Anaerob,Cair_tidak_terkelola,Cair_Biogas,Cair_Pengolahan_KIMIA,Cair_3R
1,Padi,2002706.4,0,0,627445.98,0,0,0,627445.98,737000.04,9313.36128,0,0,0,1501.03872,0,0,0
2,Jagung,781397.32,0,0,0,222322.728,0,0,0,518753.032,34724.92747,0,0,0,5596.632528,0,0,0
3,Kacang-kacangan,9209.28,0,0,0,1798.74,0,0,0,4197.06,2767.448976,0,0,0,446.031024,0,0,0
4,Umbi-umbian,167659.56,0,0,0,47205.72,0,0,0,110146.68,8876.526192,0,0,0,1430.633808,0,0,0
5,Sayur dan buah-buahan,87265.83,0,0,0,18683.325,0,0,0,43594.425,21519.7345,0,0,0,3468.345504,0,0,0
6,Tanaman bahan makanan lainnya,954.9,0,0,0,270.09,0,0,0,630.21,47.02152,0,0,0,7.57848,0,0,0
7,Jambu mete,9458.6445,0,0,0,1589.79735,0,0,0,3709.52715,3582.006384,0,0,0,577.313616,0,0,0
8,Kelapa,44551.186,0,0,0,0,0,0,0,24896.251,0,0,0,5896.4805,13758.4545,0,0,0
9,Tembakau,22.2645,0,0,0,2.89935,0,0,0,6.76515,10.85112,0,0,0,1.74888,0,0,0
10,Kopi  dan kakao,9171.951,0,0,0,1520.3133,0,0,0,3547.3977,3534.571488,0,0,0,569.668512,0,0,0
11,Panili,264.6,0,0,0,27.468,0,0,0,64.092,149.022048,0,0,0,24.017952,0,0,0
12,Cengkeh,470.7915,0,0,0,41.94945,0,0,0,97.88205,285.022752,0,0,0,45.937248,0,0,0
13,Kapuk/kapas,512.4195,0,0,0,97.16985,0,0,0,226.72965,162.353424,0,0,0,26.166576,0,0,0
14,Perkebunan lain,8624.0115,0,0,0,1858.92345,0,0,0,4337.48805,2090.64912,0,0,0,336.95088,0,0,0
15,Pertanian lainnya & jasa pertanian,53.984,0.0103712,0.0058464,0.0074144,0,0,0,0.1005088,0.0998592,46.298112,0,0,0,7.461888,0,0,0
16,Peternak dan hasilnya,126532.1908,0,0,0,2765.9706,0,0,0,22431.2456,0,0,0,0,101334.9746,0,0,0
17,Pemotongan hewan,184.4855,0.03544265,0.01997955,0.02533805,0,0,0,0.34347985,0.3412599,158.219664,0,0,0,25.500336,0,0,0
18,Unggas & hasil-hasilnya,15342.7047,0,0,0,453.70341,0,0,0,1058.64129,11910.70603,0,0,0,1919.653968,0,0,0
19,Kayu hasil hutan,2627.37444,0,0,0,711.8315154,0,0,0,1785.822925,111.714864,0,0,0,18.005136,0,0,0
20,Hasil hutan lainnya,797.5895,0.15322985,0.08637795,0.10954445,0,0,0,1.48497265,1.4753751,684.033936,0,0,0,110.246064,0,0,0
21,Perikanan,35178.20708,0,0,0,11115.94354,0,0,0,11115.94354,11149.37078,0,0,0,1796.949216,0,0,0
