50877931.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3527.00,98807645.00,0.00,36432394.00,0.00,0.00,0.00,0.00,0.00,0.00,313373618.00,0.00,0.00,106716.00,0.00,0.00,0.00,0.00,554.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82596.00,0.00,30715.00,0.00
0.00,123949115.00,0.00,0.00,643032.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30061088.00,0.00,188535.00,0.00,0.00,0.00,0.00,1239227.00,9855.00,0.00,1024644.00,0.00,2122251.00,0.00,0.00,0.00,0.00,190.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7082.00,44645.00,511017.00,28659.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1864112.00,0.00,694182.00,0.00
0.00,0.00,6156267.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,222.00,835935.00,0.00,362931.00,0.00,0.00,99492.00,0.00,23272.00,12203.00,0.00,88.00,0.00,43146.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15567.00,48121.00,197502.00,23537.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,356135.00,0.00,132622.00,0.00
0.00,0.00,0.00,39881063.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,318.00,25834239.00,0.00,4814060.00,0.00,0.00,235888.00,0.00,363082.00,0.00,0.00,72696.00,0.00,253656.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1094557.00,1907441.00,0.00,545288.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9152207.00,0.00,3408214.00,0.00
0.00,0.00,0.00,0.00,69216948.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12516169.00,0.00,1574001.00,0.00,0.00,196320.00,0.00,44471718.00,0.00,0.00,4598.00,690.00,813463.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2409.00,8211806.00,10725915.00,0.00,9823489.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135155494.00,0.00,50330899.00,0.00
0.00,0.00,0.00,0.00,0.00,49209.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75045.00,0.00,249547.00,0.00,0.00,111244.00,0.00,412611.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,410217.00,591857.00,0.00,196573.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,2936233.00,0.00,0.00,0.00,5661.00,0.00,0.00,0.00,23.00,240432.00,0.00,0.00,0.00,0.00,0.00,0.00,88899.00,765.00,0.00,0.00,0.00,60056.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2770.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,322307.00,0.00,120025.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,15300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2165.00,508046.00,0.00,86.00,15194.00,26.00,0.00,0.00,44568.00,0.00,0.00,0.00,0.00,0.00,1287.00,0.00,3472935.00,19819.00,217.00,7236.00,0.00,4576.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25905.00,0.00,9647.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3285.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,532825.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43103944.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8958835.00,0.00,0.00,0.00,0.00,36070.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
