ID,Sektor,Total_Kons,HCOAL,BCOAL,COKE,CRUDE,DIESEL,GASOLINE,JETFUEL,LFO,HFO,NAPHTA,OTHPETRO,NATGAS,OTHGAS,WASTE,BIOGASOL,BIODIESEL,BIOGAS,OTHRENEW,ELECTR,HEATPROD,NUCLEAR,HYDRO,GEOTHERM,SOLAR,WIND,OTHSOURC
19,Industri Ferro Nikel dan Besi/baja lainnya,1626.602367,786.796561,0.454068781,0,0,6.821890492,14.83362091,0,130.1209774,158.2650295,0,37.66113438,371.2151564,0,0,0.001500191,0.013794014,0,0.004148252,120.4144855,0,0,0,0,0,0,0
20,Industri Lainnya,726.3598069,20.65878318,0.013761109,0,0,11.66971877,25.37481136,0,23.91843408,1.086695326,0,23.87073112,413.5168428,0,0,0.002566269,0.023596431,0,72.08759259,134.1362738,0,0,0,0,0,0,0
21,Listrik,291.7301423,62.78780826,0,0,0,0.028816577,0.062659198,0,32.07722623,15.20613836,0,0.508352706,77.34490003,0,0,6.33701E-06,5.82678E-05,0,2.29609E-08,3.947140452,0,0,5.388364912,93.8167046,0,0,0
22,Air Bersih,8.414829098,1.811087026,0,0,0,0.000831202,0.001807377,0,0.925253642,0.438614449,0,0.014663213,2.230980008,0,0,1.82788E-07,1.68071E-06,0,6.62296E-10,0.11385355,0,0,0.155425043,2.706102048,0,0,0
23,Konstruksi/Bangunan,902.7413831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Jasa Perdagangan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Jasa Perhotelan dan Restoran,10.5621865,0,0,0,0,1.394861983,3.033008797,0,1.207056766,0.279395785,0,0.742164085,0.12073309,0,0,0.000306742,0.002820442,0,0.368532409,3.413306407,0,0,0,0,0,0,0
26,Jasa Angkutan dan Jasa Komunikasi,4803.549086,0,0,0,0,4786.336638,0,0,0,0,0,0,7.534369018,0,0,0,9.678079159,0,0,0,0,0,0,0,0,0,0
27,Bank dan Lembaga Keuangan lainnya,16.63753628,0,0,0,0,2.750338716,5.980377717,0,1.426056913,0.330087451,0,0.876817275,0.179959409,0,0,0.000604823,0.005561246,0,9.01345E-06,5.087723716,0,0,0,0,0,0,0
28,Sewa Bangunan dan Jasa Perusahaan,76.94566272,0,0,0,0,4.680406421,10.17714586,0,15.8669559,3.672702662,0,9.75586662,1.11973142,0,0,0.001029261,0.009463886,0,0.005865869,31.65649483,0,0,0,0,0,0,0
29,Jasa Pemerintahan,210.9565251,0,0,0,0,28.54946677,62.07838835,0,31.61014289,7.316756702,0,19.43563339,2.086267832,0,0,0.006278267,0.057727657,0,0.833927374,58.98193588,0,0,0,0,0,0,0
30,"Jasa Pendidikan, Kesehatan & Kemasyarakatan Sosial",1.209902275,0,0,0,0,0.288788849,0.627946802,0,0.024196767,0.005600793,0,0.014877487,0.003955519,0,0,6.35071E-05,0.000583937,0,0.13206013,0.111828485,0,0,0,0,0,0,0
31,"Jasa Hiburan, Rekreasi  & Kebudayaan Swasta",0.171860344,0,0,0,0,0.02581584,0.056134349,0,0.006693874,0.001549422,0,0.004115757,0.002619236,0,0,5.67712E-06,5.22002E-05,0,0.000824243,0.074049746,0,0,0,0,0,0,0
32,Jasa Perorangan dan Rumahtangga,10.00790422,0,0,0,0,1.503327918,3.268858752,0,0.389802813,0.090227126,0,0.239671949,0.152525367,0,0,0.000330594,0.003039762,0,0.047997932,4.312122004,0,0,0,0,0,0,0
