0,0,0,106221.81,0,0
122112.81,0,0,1963.11,0,0
651955.46,0,0,1091.63,0,1769.11
227579.69,0,0,0,0,16.73
207612.93,0,0,760.68,0,84047.37
19538.81,0,0,327312.39,0,974808.92
343988.46,0,0,7482.35,0,74841.2
404419.81,0,2670.8,7604.45,0,5901.98
540441.52,0,0,1341.39,0,0
50429.02,0,0,-1028.89,0,3177.8
153339.58,0,0,-563.15,0,1657.45
1302829.16,0,0,0,1062327.23,4728.06
0,0,0,13324.75,250285.46,0
0,0,0,11570.61,0,0
39352.23,0,0,281.85,0,0
115154.27,0,0,1450.59,0,0
793042.52,0,0,605.1,633567.67,228.89
775116.46,0,13269.4,272.96,16848.1,4108.74
0,0,0,12123.43,1215547.01,0
167589.39,0,571876.54,-625.05,48261.07,0
175245.43,0,0,0,0,0
10909.1,0,0,0,0,0
0,0,2564307.86,0,0,0
1161396.65,0,66452.7,0,0,0
60676.28,0,0,0,0,0
873624.25,0,344033.73,0,0,0
307279.32,0,0,0,0,0
195510.14,0,0,0,0,0
2722.67,2525022.69,0,0,0,0
1241.18,29923.74,0,0,0,0
1968.24,0,0,0,0,0
67605.39,0,35581.15,0,0,0
