89897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,11,337,4019,0,0,0,0,0,0,0,0,0,0,0,165370,0,0,0,1,0,10,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,57764,0,0,0,0,0,0,0,0,0,0,0,0,0,1932,42,2007,395,0,0,0,0,0,0,0,0,0,0,105,1,92,42,0,121,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,25,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,231071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,840,44491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,65,0,0,0,0,0,0,17,69553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,49625,0,1356,0,0,0,0,0,0,0,0,0,1192,26,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,40,0,0,6850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,86,0,0,0,0,0,0,51,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,9673,386,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,4,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1024,195930,0,0,0,0,0,0,0,0,0,519,11,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,2584,0,1750,0,0,1,0,0,0,823,19544,8625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
0,0,0,0,0,0,26403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,0,0,1042,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1621,0,0,0,0,0,0,0,0,286,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,9521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191355,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,382,51,6,4,1,0,8,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,567,59,0,7,49,0,0,0,0,0,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
