0,0,0,81821,0
119776,0,0,21272,215
181513,0,0,0,22552
1529538,0,11853,0,735669
168657,0,0,24530,0
11287,0,0,182,3877
5347,0,0,-1440,160
72504,0,0,12221,423
10267,0,0,2958,3838
17573,0,0,14567,946
60690,0,19672,-10398,85948
9290,0,1742,52,0
510957,0,45067,8902,10742
2156198,0,0,0,154284
20376,0,0,46235,5922
112,0,0,-61,115
1119415,0,0,59239,552070
0,0,0,0,0
0,0,0,227,50021
0,0,0,0,0
1203360,0,0,-213035,38514
114802,0,0,-29971,198282
132192,0,0,-5931,548556
542996,0,100956,-149598,3342331
20324,0,59459,-53927,1534663
41113,0,0,67,88951
51849,0,0,458,778493
6387,0,22,0,4742
0,0,4381,18,53083
1326,0,59859,11161,270587
0,0,0,0,0
6553,0,99,41,16121
4906,0,3426,85,147572
647805,0,0,0,0
0,0,4433706,0,0
2374230,0,112679,-99850,1603081
1656572,0,0,0,5441255
49981,0,0,0,6840052
13473,0,0,0,358505
139522,0,3466,-3071,1570373
107111,0,1772,-1570,171368
639957,0,20309,-17997,2239881
63720,0,1524,-1350,588359
263938,0,4786,-4241,138417
254666,0,0,0,832194
494863,0,0,0,39093
5942,0,0,0,75287
1241047,0,0,0,0
180198,0,0,0,3205
133524,0,0,0,0
172713,3883890,0,0,0
105049,29903,0,0,201088
290,0,0,0,7636
229510,171875,190535,0,2373300
