ID,Sektor,Total_Kons,HCOAL,BCOAL,COKE,CRUDE,DIESEL,GASOLINE,JETFUEL,LFO,HFO,NAPHTA,OTHPETRO,NATGAS,OTHGAS,WASTE,BIOGASOL,BIODIESEL,BIOGAS,OTHRENEW,ELECTR,HEATPROD,NUCLEAR,HYDRO,GEOTHERM,SOLAR,WIND,OTHSOURC
11,Tanaman Perkebunan Lainnya,4.226554247,0,0,0,0,0.736744604,1.601988506,0,1.859957297,0,0,0,0,0,0,1.62E-04,1.49E-03,0,0,0.026212109,0,0,0,0,0,0,0
12,Ternak Besar,0.679870994,0,0,0,0,0.118510554,0.257691125,0,0.29918722,0,0,0,0,0,0,2.61E-05,0.000239631,0,0,0.004216402,0,0,0,0,0,0,0
13,Ternak Kecil,11.19094664,0,0,0,0,1.9507308,4.241698282,0,4.924740496,0,0,0,0,0,0,0.000428982,0.003944421,0,0,0.069403656,0,0,0,0,0,0,0
14,Jasa Pemotongan Ternak,7.868277174,0,0,0,0,1.371545332,2.982308723,0,3.462550979,0,0,0,0,0,0,0.000301614,0.002773295,0,0,0.048797231,0,0,0,0,0,0,0
15,Unggas dan hasil-hasilnya,5.39394221,0,0,0,0,0.940235848,2.044462917,0,2.373683523,0,0,0,0,0,0,0.000206766,0.001901178,0,0,0.033451979,0,0,0,0,0,0,0
16,Kehutanan dan hasil-hasilnya,0.026275745,0,0,0,0,0.004580212,0.009959281,0,0.011563028,0,0,0,0,0,0,1.00723E-06,9.26129E-06,0,0,0.000162956,0,0,0,0,0,0,0
17,Perikanan,16.97146895,0,0,0,0,2.9583527,6.432686441,0,7.468544273,0,0,0,0,0,0,0.000650567,0.005981855,0,0,0.105253115,0,0,0,0,0,0,0
18,Batu Padas,1.514076035,0.872219418,0.000104174,0,0,0.003181589,0.006918095,0,0.124187931,0.006039379,0,0.001667153,0.498399324,0,0,7.00E-07,6.43324E-06,0,0,0.001351839,0,0,0,0,0,0,0
19,Barang galian lainnya,45.20283183,26.04016359,0.00311011,0,0,0.094986536,0.206540146,0,3.707638217,0.180306034,0,0.049772963,14.87974203,0,0,2.08883E-05,0.000192065,0,0,0.04035925,0,0,0,0,0,0,0
20,Pertambangan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0
21,"Penggilingan padi, penyosohan beras",94.94235584,10.33435189,0.006883859,0,0,0.542382186,1.179363953,0,6.806421547,0.797761277,0,2.154098168,10.85728195,0,0,0.000119274,0.001096709,0,58.74071831,3.521876725,0,0,0,0,0,0,0
22,"Industri kopra, minyak goreng",46.4255729,5.053363198,0.003366117,0,0,0.26521781,0.576693581,0,3.328251305,0.390094853,0,1.053325891,5.309069172,0,0,5.83E-05,0.000536276,0,28.72344462,1.722151754,0,0,0,0,0,0,0
23,"Industri makanan, minuman, tembakau, kopi",79.32506272,8.634429853,0.005751516,0,0,0.453164455,0.985367581,0,5.686817137,0.666535634,0,1.799765456,9.071341908,0,0,9.96547E-05,0.000916309,0,49.07831834,2.942554876,0,0,0,0,0,0,0
24,"Industri tekstil, pakaian jadi, dan barang dari kulit",1394.53385,320.6026327,0.213557968,0,0,14.20124968,30.8794101,0,262.7212027,16.40109116,0,6.738699806,542.8201878,0,0,3.12E-03,2.87E-02,0,23.84438676,1.76E+02,0,0,0,0,0,0,0
25,Industri kayu dan barang dari kayu,414.7048801,0.44265987,0.089517706,0,0,15.49839021,33.69993191,0,33.40157107,1.517546301,0,4.920329334,190.1613344,0,0,3.41E-03,3.13E-02,0,73.25446638,61.68438664,0,0,0,0,0,0,0
26,"Industri kertas, barang dari kertas dan karton",53.32366267,13.48375655,0.009136837,0,0,0.328973071,0.715323976,0,4.286534512,0.194751755,0,0.631442199,24.8621744,0,0,7.23E-05,0.000665191,0,0.746058923,8.064772913,0,0,0,0,0,0,0
27,"Bahan bakar & Industri kimia, karet, plastik",447.2260346,26.13082324,0.017406113,0,0,0.360256413,0.783346943,0,21.70968912,8.163149526,114.4116652,5.422114257,202.7610907,0,0,7.92E-05,0.000728446,0,57.26498597,10.20069952,0,0,0,0,0,0,0
28,Industri kerajinan dan bahan galian,33.77831556,18.37736569,0.119910395,0,0,0.122449887,0.266256869,0,3.566246048,1.144458681,0,0.750409112,7.115112701,0,0,2.69278E-05,0.000247596,0,0.007836892,2.307994758,0,0,0,0,0,0,0
29,Industri bahan bangunan (barang mineral bukan logam) lainnya,106.9798908,58.20327459,0.379770298,0,0,0.387813167,0.843266762,0,11.2947199,3.624634999,0,2.376633754,22.53439722,0,0,8.52834E-05,0.000784167,0,0.024820358,7.309690351,0,0,0,0,0,0,0
30,Industri karoseri dan alat angkutan,17.98896647,0.545021891,0.000363047,0,0,0.145654968,0.316714346,0,0.698372193,0.03172941,0,0.102876035,12.19281283,0,0,3.20307E-05,0.000294518,0,0,3.9550952,0,0,0,0,0,0,0
31,industri logam dasar dan barang logam lainnya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Industri barang perhiasan,6.042812882,0.171866835,0.000114483,0,0,0.097084016,0.211100939,0,0.198984884,0.009040556,0,0.198588028,3.440175077,0,0,2.13E-05,0.000196306,0,0.599719077,1.115921332,0,0,0,0,0,0,0
33,Industri pengolahan lainnya,22.40829356,0.637326121,0.000424532,0,0,0.360012327,0.782816197,0,0.737886771,0.033524691,0,0.736415129,12.75704784,0,0,7.92E-05,0.000727953,0,2.223911513,4.138121317,0,0,0,0,0,0,0
34,Listrik dan air minum,1126.02545,242.3495546,0,0,0,0.111226764,0.241853142,0,123.8122767,58.69293677,0,1.962149265,298.5372892,0,0,2.44597E-05,0.000224903,0,8.86247E-08,15.23524641,0,0,20.79811149,362.1154681,0,0,0
35,Konstruksi,1126.644948,0,0,0,0,29.43349551,64.00063369,0,84.46643104,30.83424099,0,783.1375235,22.6317648,0,0,0.006472672,0.059515183,0,104.7335958,7.34127437,0,0,0,0,0,0,0
36,Perdagangan,349.4250685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0
37,"Restoran, Rumah makan, warung",102.481867,0,0,0,0,13.53394585,29.42841466,0,11.71172568,2.710897185,0,7.201005305,1.17143855,0,0,0.002976228,0.02736594,0,3.575764288,33.11833332,0,0,0,0,0,0,0
38,Hotel Bintang,115.2734574,0,0,0,0,15.22322706,33.10161303,0,13.17356086,3.049266181,0,8.099821001,1.317655267,0,0,0.003347715,0.030781704,0,4.022084341,37.25210028,0,0,0,0,0,0,0
39,Hotel Non Bintang,5.27917468,0,0,0,0,0.697177621,1.515953466,0,0.603309127,0.139647141,0,0.370947232,0.060344614,0,0,1.53E-04,0.001409709,0,0.184199262,1.706033192,0,0,0,0,0,0,0
40,Angkutan darat,4840.620978,0,0,0,0,4823.275691,0,0,0,0,0,0,7.592516299,0,0,0.00E+00,9.75E+00,0,0,0,0,0,0,0,0,0,0
41,Angkutan laut ,1264.464982,0,0,0,0,0,0,0,1075.574257,188.4256668,0,0.465057492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Angkutan Udara,9635.566382,0,0,0,0,0,0,9635.566382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Travel Biro,1607.809428,0,0,0,0,1492.202154,0,0,5.270146753,1.219873688,0,3.240372577,3.513984257,0,0,0,3.01726595,0,0,99.34563097,0,0,0,0,0,0,0
44,Jasa Penunjang Angkutan Lainnya,1927.85927,0,0,0,0,1789.239262,0,0,6.319219864,1.462701211,0,3.885399727,4.213476428,0,0,0,3.617881592,0,0,119.1213289,0,0,0,0,0,0,0
45,"Komunikasi, pos, dan Giro",52.27612261,0,0,0,0,35.40762111,0,0,1.65622797,0.383364832,0,1.018338947,0.469363422,0,0,0,0.071594998,0,0,13.26961133,0,0,0,0,0,0,0
46,Perbankan,26.17749202,0,0,0,0,4.327381686,9.409523581,0,2.243757299,0.519359445,0,1.379583902,0.283148052,0,0,9.52E-04,0.008750062,0,1.41818E-05,8.005022182,0,0,0,0,0,0,0
47,Money Changer,3.80689965,0,0,0,0,0.629315743,1.368393581,0,0.326301651,0.075528599,0,0.200627985,0.041177215,0,0,0.000138392,0.00127249,0,2.0624E-06,1.164141932,0,0,0,0,0,0,0
48,Persewaan Bangunan dan Tanah,1.407492237,0,0,0,0,0.039683184,0.08628771,0,0.223424375,0.051715736,0,0.137373445,0.029627567,0,0,8.72666E-06,8.02403E-05,0,0.001675276,0.837615978,0,0,0,0,0,0,0
49,Lembaga Keuangan Lainnya,8.071483115,0,0,0,0,1.334290855,2.901302029,0,0.691832859,0.160137609,0,0.425376433,0.087304954,0,0,0.000293422,0.002697966,0,4.37276E-06,2.468242616,0,0,0,0,0,0,0
50,Jasa Perusahaan,20.53857293,0,0,0,0,1.249308476,2.71651507,0,4.235256665,0.980329089,0,2.604065921,0.298882154,0,0,0.000274733,0.00252613,0,0.001565736,8.449848953,0,0,0,0,0,0,0
51,Jasa Pemerintahan Umum,220.2559584,0,0,0,0,29.80799083,64.81494192,0,33.00358836,7.639295628,0,20.29239938,2.178235163,0,0,0.006555027,0.060272421,0,0.87068875,61.58199093,0,0,0,0,0,0,0
52,Jasa Sosial kemasyarakatan,11.54233845,0,0,0,0,2.490258261,5.414854878,0,0.453412665,0.104950812,0,0.278782743,0.079250545,0,0,5.48E-04,0.005035358,0,0.474713224,2.240532336,0,0,0,0,0,0,0
53,Atraksi Budaya,0.270209313,0,0,0,0,0.040589238,0.088257847,0,0.010524516,0.002436095,0,0.006471044,0.004118122,0,0,8.92591E-06,8.20723E-05,0,0.001295925,0.116425527,0,0,0,0,0,0,0
54,"Jasa Hiburan ,Perorangan dan Lainnya",124.3180454,0,0.00E+00,0,0,18.67431825,40.60571742,0,4.842125053,1.120800088,0,2.97720158,1.894667965,0,0,4.11E-03,3.78E-02,0,0.596229642,53.56511886,0,0,0,0,0,0,0
