26199,0,0,0,0,0,0,0,0,0,0,1549,0,0,328,0,1263,0,0,0,1062783,0,38,0,0,0,55,0,35,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,9192,0,0,0,0,0,0,0,0,0,275,0,0,985,0,44,0,0,0,0,0,6617,0,0,0,0,0,0,0,0,0,0,0,0,0,10617,10818,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6372,0,0,0,0,0,0,0,0,410,0,0,495,0,28,0,0,0,0,0,3032,0,0,0,0,0,0,0,0,0,0,0,0,0,62808,55998,1661,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0
0,0,0,203210,0,0,0,0,0,0,0,7411,15721,0,280,0,68,0,0,0,0,0,60158,0,0,0,0,0,0,0,0,0,0,0,0,0,100388,173809,6626,0,0,0,0,0,0,0,0,0,0,0,0,1688,402,0
0,0,0,126,25606,0,0,0,0,0,0,2632,0,0,0,0,0,0,0,0,0,0,5937,0,0,0,0,0,0,0,0,0,0,0,0,0,4829,9799,636,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0
0,0,0,57,0,2880,0,0,0,0,0,96,0,0,88,0,0,0,0,0,0,0,17142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,86,0,0,780,0,0,0,0,26,0,0,32,0,0,0,0,0,0,0,478,0,0,0,0,0,0,0,0,0,0,0,0,0,437,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,33,0,0,0,587,0,0,0,0,0,0,0,0,0,0,0,0,0,91795,2682,0,0,0,0,0,0,0,0,0,98,0,0,0,23402,2790,175,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0
0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,30237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,80327,0,0,0,0,40,0,0,0,0,0,0,177870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
