110939,0,0,0,0,0,0,0,0,0,0,2161,277,0,0,0,0,0,0,0,803342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2691,0,0,0,0,0,0,0,0,0,332,205,46,0,0,264,0,0,0,14601,0,0,0,0,0,0,0,0,0,0,0,0,1432,0,0,0,0,0,0,0,0,0,0,0,72,48,0,0,0
0,0,4433,0,0,0,0,0,0,0,0,111,64,0,0,0,0,0,0,0,15544,0,0,0,0,0,0,0,0,0,0,0,0,9600,0,0,0,0,0,0,0,0,0,0,0,122,179,13,0,0
0,0,0,8418,0,0,0,0,0,0,0,235,94,0,0,0,0,0,0,0,11130,0,0,0,0,0,0,0,0,0,0,0,0,31304,0,0,0,0,0,0,0,0,0,0,0,2569,291,42,0,0
0,0,0,0,3455,0,0,0,0,0,0,42,29,0,0,0,0,0,0,0,12302,0,0,0,0,0,0,0,0,0,0,0,0,4005,0,0,0,0,0,0,0,0,0,0,0,42,29,0,0,0
0,0,0,0,0,34108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240247,0,671,0,0,0,0,0,0,0,0,0,0,7168,0,0,0,0,0,0,0,0,0,0,0,415,151,0,0,0
0,0,0,0,0,0,49945,0,0,0,0,0,0,0,0,0,0,0,0,0,688017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,17957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,9751,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,13505,0,0,0,0,0,0,0,0,0,0,678,0,0,0,497,0,0,0,0,0,0,0,0,65,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16174,1513,513,671,921,3680,3024,759,2080,5976,3360,1445,1112,257,1293,1087,6340,0,0,0,2667,29,34,0,0,0,0,0,0,0,0,0,0,14946,0,0,0,0,0,0,0,0,0,0,0,90,37,0,90,0
5112,149,1195,1150,42,1681,1358,31,1896,1221,316,7480,694,0,0,0,0,0,0,0,80981,0,0,0,0,0,0,0,0,0,0,0,0,3211,5,0,0,0,0,0,0,0,0,0,0,104,82,3,327,0
504,124,36,210,12,16,195,4,200,32,31,365,108,0,0,0,0,0,0,0,23653,0,0,0,0,0,0,0,0,0,0,0,0,2072,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25,0,1361,51,0,0,0,0,0,0,0,0,799,0,0,148,0,0,0,6335,0,0,0,0,0,0,0,0,0,0,0,0,4209,350,0,0,50,0,0,0,0,0,0,0,1989,2486,0,0,0
0,0,0,0,0,0,0,0,0,0,0,75,37,0,30150,31,0,0,9,0,0,0,257253,0,0,0,0,0,0,0,0,23459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,124,151,93,42,131,460,0,0,0,41,0,105378,0,625,0,0,0,0,0,0,2640,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53412,0,0,0,58451,0,0,0,0,0,0,0,0,0,0,0,0,377945,91,0,0,224,0,0,0,0,0,0,0,1758,1499,0,676,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14921,0,152,0,0,0,705,29184,0,0,0,2668,0,205982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,190,17,143,57,2250,5318,65,376,207,1260,345,51,86,9448,4276,27261,331,4854,0,6937,477,1402,1555,470,6218,0,261,0,95492,987,33744,41028,2657,23,145371,29875,74983,2058,1488,822,429,1121,0,284,73,161,25,39839,0
0,0,0,0,0,0,0,0,0,0,0,5716,3541,5027,0,0,36567,0,0,0,144631,0,107,0,137,0,0,0,0,0,0,0,45,242270,1294,196,299,897,0,0,0,0,0,0,0,8532,14930,622,1173,0
14,0,5,6,0,0,0,0,0,0,0,12,15,0,28,0,18,0,62,0,182,249,499,32,22,23,0,98,67,43,0,3779,49586,162,59,1541,78,186,160,156,25,0,285,0,142,298,65,0,25909,0
0,0,0,0,0,0,0,0,35,10,113,35,0,71,0,0,45,0,102,0,226,251,384335,53,24,107,0,51,19,0,0,142048,16344,88,132,60,6,0,43,14,72,0,7,0,103,95,0,44,3012,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,84,53,0,543,58,52,11717,217,285,0,37,0,213,208,4020,79717,193,113,62,70,114,55,1051,3448,341,1871,0,884,108,46,0,2556,0
2835,1834,250,612,1732,10684,27905,1039,28128,11347,1961,726,99,57,231,243,311,146,1233,0,1395,1258,4093,3440,2166,3539,0,200,108,272,2373,36881,6019,231,40,8568,1353,746,685,129,72,37,1286,0,903,10411,420,144,17100,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,243,0,98,523,0,393,63,79,26,156412,147,61,87,0,0,0,0,0,0,0,0,0,8,11,0,0,80,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418,0,0,0,15890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,45,29,38,57,3144,7196,59,87,450,385,0,0,0,2281,1354,4042,121,4627,0,813,87,1093,98,87,567,0,2635,25,8255,1967,119954,2092,516,105,57675,18277,26461,1661,457,313,41,526,0,61,24,137,20,15586,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,18,81,6,1,0,0,57,0,1671,55,284,2186,518,541,119,91,111,59,518,2658,513,1630,0,2473,3281,523,29,1596,0
0,18,0,0,0,60,784,23,0,383,0,141,163,0,1793,1521,550,982,1683,0,23320,720,1620,1871,1583,3921,0,194,261,18850,1280,6908,31031,2298,10051,2011,589,734,1116,2770,12926,330,1912,0,1679,8591,548,896,6953,0
0,0,0,0,0,14,19,11,0,0,0,0,0,0,0,0,7,0,8,0,74,22,22,25,22,10,0,0,0,11,255,705,381,574,103,23,15,28,74,80,22,26,46,0,60,55,42,33,833,0
376,150,79,97,172,631,5710,104,17496,2291,147,215,43,19,2564,5279,521,115,4545,0,268,93,93,9,7,782,0,0,0,6114,164,2834,3750,103,35,897,107,961,2866,4901,1098,143,3674,0,277,68,170,4,717,0
4241,2670,1555,3795,2028,3121,1860,1169,5562,1635,610,8803,899,1555,1368,258,23254,67,1934,0,272027,6580,89856,3285,674,3990,0,790,48,4804,567,77571,2986,108910,521,15359,4070,7911,446,417,686,112,643,0,518,5931,3922,236,1130,0
0,0,0,0,0,0,0,0,0,93,55,49,5,0,514,310,1161,0,831,0,216,31,231,67,35,669,0,0,0,58,40,6267,4238,247,706,3504,2616,356,298,394,344,540,317,0,93,10,395,135,1662,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,12,10,11,0,167,15,25,23,6,96,0,0,0,14,20,326,1646,65,5,58,117,42,71,75,75,153,120,0,8,2,19,10,247,0
3027,831,330,685,509,4950,10483,201,3854,1216,296,1479,137,205,2613,5411,3978,27,4113,0,34787,933,11141,603,240,2860,0,277,72,1926,134,15270,32027,13675,70,22561,505,1057,205,698,1714,1296,1090,0,122,730,697,46,8051,0
69,43,25,62,86,893,784,19,90,27,10,143,15,25,2083,1513,377,22,2481,0,4900,126,1477,73,24,211,0,31,1,190,78,3829,17516,1831,19,512,13767,325,339,2237,2390,664,2159,0,68,108,119,43,753,0
175,110,64,157,84,129,77,48,230,68,25,364,37,64,228,223,1274,20,2680,0,12555,295,3881,189,77,5314,0,33,2,201,51,3530,1299,4521,22,9043,168,2164,91,1132,34,5,178,0,24,245,162,10,47,0
56,35,20,50,27,41,24,23,73,21,8,115,12,20,171,61,590,20,148,0,4304,143,1235,100,42,960,0,31,1,69,18,1045,572,1449,14,10280,14149,13730,2558,313,13,26,168,0,15,78,68,16,85,0
0,0,0,44,0,122,0,11,0,0,0,22,2,0,66,84,254,775,421,0,360,31,33,120,35,576,0,33,14,213,29,3443,16363,814,70,2679,2216,2223,4500,7652,3759,1019,5889,0,1036,90,79,16,1333,0
3657,627,294,68,884,1788,13378,72,3422,2827,251,1247,123,0,1980,531,3178,315,837,0,3501,1358,2558,1257,1071,1893,0,49,31,779,267,30011,16937,767,107,22572,3320,1886,132,4225,22186,3987,21619,0,371,41,141,152,3094,0
1785,49,18,0,80,957,596,67,0,0,0,0,0,0,519,117,2527,251,542,0,717,70,70,58,12,157,0,19,42,176,0,2885,2136,272,107,7596,3488,3064,162,1345,6130,5401,2284,0,144,7,24,29,601,0
2986,73,32,53,617,722,1213,53,442,0,613,0,0,0,1043,3227,782,427,9365,0,1601,218,218,189,84,1926,0,27,9,12855,533,72123,36193,2132,451,25233,13542,4569,3222,7073,17901,6188,10178,0,1470,270,195,215,7819,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,64,0,30,2,2,16,1,8,0,0,0,106,0,255,209,121,19,490,319,116,77,550,799,383,813,0,1075,550,45,16,691,0
