ID,Sektor,Total_Kons,HCOAL,BCOAL,COKE,CRUDE,DIESEL,GASOLINE,JETFUEL,LFO,HFO,NAPHTA,OTHPETRO,NATGAS,OTHGAS,WASTE,BIOGASOL,BIODIESEL,BIOGAS,OTHRENEW,ELECTR,HEATPROD,NUCLEAR,HYDRO,GEOTHERM,SOLAR,WIND,OTHSOURC
1,Padi,54.28144822,0,0,0,0,9.46197818,20.57426714,0,23.88734884,0,0,0,0,0,0,0.002080768,0.01913233,0,0,0.336640956,0,0,0,0,0,0,0
2,Jagung,12.63708433,0,0,0,0,2.202811828,4.789827048,0,5.561134636,0,0,0,0,0,0,0.000484417,0.004454135,0,0,0.078372267,0,0,0,0,0,0,0
3,Kacang tanah,7.175362581,0,0,0,0,1.250761105,2.71967369,0,3.157623731,0,0,0,0,0,0,0.000275053,0.002529067,0,0,0.044499935,0,0,0,0,0,0,0
4,Kedelai,7.662445819,0,0,0,0,1.33566619,2.904292579,0,3.371971867,0,0,0,0,0,0,2.94E-04,0.002700747,0,0,0.047520712,0,0,0,0,0,0,0
5,Tanaman umbi-umbian,2.900982485,0,0,0,0,0.50567982,1.099557779,0,1.276619967,0,0,0,0,0,0,0.000111203,0.001022496,0,0,0.017991221,0,0,0,0,0,0,0
6,Tanaman bahan makanan lainnya,2.890447055,0,0,0,0,0.503843355,1.09556454,0,1.271983696,0,0,0,0,0,0,1.11E-04,0.001018782,0,0,0.017925882,0,0,0,0,0,0,0
7,Bawang merah,12.41811007,0,0,0,0,2.164641704,4.706829357,0,5.464771797,0,0,0,0,0,0,4.76E-04,0.004376954,0,0,0.077014239,0,0,0,0,0,0,0
8,Tomat,0.840118545,0,0,0,0,0.146443833,0.318429665,0,0.36970651,0,0,0,0,0,0,3.22042E-05,0.000296113,0,0,0.00521022,0,0,0,0,0,0,0
9,Cabe,9.298100853,0,0,0,0,1.620782611,3.524253997,0,4.091765897,0,0,0,0,0,0,0.000356424,0.003277258,0,0,0.057664666,0,0,0,0,0,0,0
10,Sayuran lainnya,3.456172096,0,0,0,0,0.602456752,1.309990988,0,1.520939312,0,0,0,0,0,0,1.32E-04,0.001218181,0,0,0.021434378,0,0,0,0,0,0,0
11,Mangga,6.218842622,0,0,0,0,1.084026958,2.357124462,0,2.736693069,0,0,0,0,0,0,2.38E-04,2.19E-03,0,0,0.03856782,0,0,0,0,0,0,0
12,Nanas,2.149372049,0,0,0,0,0.374664127,0.814675293,0,0.945862751,0,0,0,0,0,0,8.24E-05,0.000757579,0,0,0.013329907,0,0,0,0,0,0,0
13,Buah-buahan Lainnya,6.243508386,0,0,0,0,1.088326529,2.366473512,0,2.747547601,0,0,0,0,0,0,0.000239332,0.00220062,0,0,0.038720791,0,0,0,0,0,0,0
14,Kelapa,2.74825155,0,0,0,0,0.479056787,1.041668257,0,1.209408475,0,0,0,0,0,0,0.000105349,0.000968663,0,0,0.017044019,0,0,0,0,0,0,0
15,Tembakau,11.11840799,0,0,0,0,1.93808635,4.214204,0,4.8928188,0,0,0,0,0,0,0.000426201,0.003918854,0,0,0.068953789,0,0,0,0,0,0,0
16,Jambu Mete,2.308741748,0,0,0,0,0.402444385,0.875081101,0,1.015995729,0,0,0,0,0,0,8.85009E-05,0.000813751,0,0,0.014318281,0,0,0,0,0,0,0
17,Kopi,1.934897983,0,0,0,0,0.337278446,0.733383307,0,0.851480287,0,0,0,0,0,0,7.41704E-05,0.000681985,0,0,0.011999789,0,0,0,0,0,0,0
18,Tanaman perkebunan lainnya,1.966753555,0,0,0,0,0.342831296,0.745457506,0,0.865498799,0,0,0,0,0,0,7.54E-05,0.000693213,0,0,0.01219735,0,0,0,0,0,0,0
19,Sapi,19.29740477,0,0,0,0,3.36379424,7.3142846,0,8.492106504,0,0,0,0,0,0,0.000739727,0.006801667,0,0,0.11967803,0,0,0,0,0,0,0
20,Kerbau,2.759613546,0,0,0,0,0.481037334,1.045974788,0,1.214408488,0,0,0,0,0,0,1.06E-04,9.73E-04,0,0,0.017114483,0,0,0,0,0,0,0
21,Ternak lainnya dan hasil2nya,2.542633543,0,0,0,0,0.443214835,0.963732978,0,1.118923249,0,0,0,0,0,0,9.74667E-05,0.00089619,0,0,0.015768824,0,0,0,0,0,0,0
22,Ayam ras Petelur,0.026082733,0,0,0,0,0.004546567,0.009886124,0,0.01147809,0,0,0,0,0,0,1.00E-06,9.19326E-06,0,0,0.000161759,0,0,0,0,0,0,0
23,Ayam ras pedaging,1.030648452,0,0,0,0,0.179655729,0.39064611,0,0.453551994,0,0,0,0,0,0,3.95078E-05,0.000363268,0,0,0.006391843,0,0,0,0,0,0,0
24,Unggas dan hasil-hasilnya,0.569438026,0,0,0,0,0.099260619,0.215833778,0,0.25058957,0,0,0,0,0,0,2.18E-05,2.01E-04,0,0,3.53E-03,0,0,0,0,0,0,0
25,Kayu dan hasil hutan lainnya,0.45273485,0,0,0,0,0.078917704,0.171599838,0,0.199232623,0,0,0,0,0,0,1.74E-05,1.60E-04,0,0,0.002807757,0,0,0,0,0,0,0
26,Rumput laut,3.267426522,0,0,0,0,0.569555888,1.238450858,0,1.437879049,0,0,0,0,0,0,1.25E-04,0.001151655,0,0,0.020263822,0,0,0,0,0,0,0
