200945,24430,2523,9839,2206,5158,53794,4956,68402,9093,7637,3715,9883,6,35049,3797,2,4125,2168,121,3203,46,1927,1002,583,9564,4558,948,72524,594030,0,17853,4291,29656,17019,6152,1355,0,61125,1322,173091,32109,12546,529816,45459,1583817,10110,19134,14273,37646,746539,5189,111971,8438,9524,8076,9047,949,13494,59506,4210,376447,50015,91864,32947,0
955177,154213,88728,98544,36648,37289,257863,11209,131387,46112,45014,15558,45192,33539,145074,45985,30310,30809,432050,61785,46097,255,10060,5558,6094,32250,199791,8029,166299,2624318,316236,292243,15120,29523,90617,13697,3405,0,41938,11755,41987,35621,13397,2064363,61544,295599,206602,54773,39887,19809,486505,9626,72618,133102,41385,236405,149577,6904,24383,506048,17645,6416244,52617,20774,32551,0
3020412,801973,449810,473098,180452,181398,660025,52522,569522,216070,417519,144304,419174,173639,699216,128850,113710,115582,903245,129168,145787,1524,60223,33274,28212,21464,219852,21965,454968,4686923,893953,621408,105026,71556,76264,27687,24110,0,149145,122820,189539,173030,9083,1807327,1268845,6094284,490373,103387,75289,72013,1768663,45329,203051,199396,53121,440013,1338563,61781,218207,756829,26389,0,301376,118991,186447,0
125370,1318,4115,6784,2724,0,25438,184,2495,758,9586,3313,9624,1087,887,978,2334,2372,127534,18238,985,199,7869,4348,197,1032,30824,1449,30011,688199,19186,113179,3185,3531,6520,4052,367,0,6444,335,7811,49273,10301,197108,102867,494071,55914,52494,38228,15131,371611,4534,17035,85783,3681,11099,35594,1643,5802,111766,3897,320812,30957,12222,19151,0
36319,5682,4247,5598,1286,1619,3169,118,5289,485,1876,648,1883,1204,2257,158,1122,1141,8,1144,927,10,403,223,4,1118,163,57,1188,685211,16022,6870,4229,1341,5905,10227,250,0,240,0,526,520,1872,470032,8416,40423,11768,29328,21358,1307,32096,11,956,1369,701,2974,214,10,35,39309,1371,0,1895,748,1172,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
