0,0,0,9688,2675501
2242095,0,0,215981,2795473
2370517,0,0,871,1632978
1207943,0,0,64675,182411
4108099,0,0,860,2536217
8014256,0,0,141262,473598
1646936,0,0,5266,890776
5491297,0,250,1159,72008
494669,0,0,410,280523
63741,0,0,114,250679
11714,0,0,8056,199
0,0,3363,373,197
410,0,0,-357,1
601,0,62,0,0
0,0,0,2428,1342253
432087,0,7156,4715,4918
1394,0,1380,12,219
0,0,0,42,167
20203,0,456,100,18643
755215,0,4132,938,1205517
783740,0,0,530,439293
60388,0,36427,5042,242123
25124231,0,0,191,104967
22543,0,0,52315,5233
41806,0,0,19136,39210
388177,0,0,18342,182416
3740707,0,0,-91318,66008
0,0,0,0,0
60903,0,0,47509,500864
0,0,521,0,1
0,0,0,208,387
6377117,0,0,-216717,28944
11916693,0,0,1015,285986
28507860,0,0,2136897,25122997
2186969,0,0,132536,12298
5184968,0,0,418,1174782
1855365,0,0,66056,42020
9348198,0,0,151686,236971
714962,0,0,6337,601393
759887,0,0,1,550
9021385,0,0,1240,25276369
3647574,0,0,-59603,148102
21153387,0,0,232466,42858550
167002,0,0,-1387,590
10130,0,0,0,564
2546712,0,2246,220548,31951552
184018,0,12640,22234,523642
4445992,0,0,-48306,105183
1051085,0,0,22,9095901
0,0,120954,885795,4302024
2826359,0,40835,367804,11994992
52444,0,0,16769,31865
212329,0,0,30200,134863
6766436,0,0,228194,803056
61074,0,0,31510,23919
17879497,0,0,1175325,56827041
199053,0,0,17525,1646402
1043127,0,0,102438,2898538
149383,0,3265,141,1579790
0,0,0,84,879525
17551,0,0,4225,13329
0,0,0,869,3510
68888,0,64769,18602,86276
1072081,0,1869649,7190,44203
1707438,0,443717,12977,1203
777825,0,19607,8043,13592
11722331,0,0,0,34216
331191,0,0,0,85
0,0,30081059,0,0
0,0,71083384,0,0
62829648,0,3675465,1617325,35430017
364359,0,0,0,86888
22337081,0,0,0,15138117
929189,0,3175,2314,34762
26390092,0,988728,352108,6747105
1708046,0,116992,87331,1261820
205776,0,2097,1680,27387
177103,0,20959,7105,153094
3477279,0,0,0,0
174431,0,0,0,48
1615741,0,0,0,4500
5756942,0,150,0,507
13102990,69644723,0,0,0
6561105,0,0,0,1781
337189,0,0,0,323
150368,0,0,0,106
5037350,0,3733,0,1617
0,0,0,0,0
