ID,Sektor,Total_Kons,HCOAL,BCOAL,COKE,CRUDE,DIESEL,GASOLINE,JETFUEL,LFO,HFO,NAPHTA,OTHPETRO,NATGAS,OTHGAS,WASTE,BIOGASOL,BIODIESEL,BIOGAS,OTHRENEW,ELECTR,HEATPROD,NUCLEAR,HYDRO,GEOTHERM,SOLAR,WIND,OTHSOURC
43,Ind. Rokok,5071.483748,1165.93157,0.776643582,0,0,51.64550646,112.2987631,0,955.4349003,59.64564235,0,24.506545,1974.067364,0,0,0.011357279,0.104428363,0,8.67E+01,640.3464455,0,0,0,0,0,0,0
44,Ind. Pengolahan Tembakau selain rokok,64.7778439,14.89239383,0.009920035,0,0,0.659665834,1.434387274,0,12.20372891,0.761851226,0,0.313021046,25.21467757,0,0,1.45E-04,1.33E-03,0,1.11E+00,8.179117621,0,0,0,0,0,0,0
45,Ind. Pemintalan,884.3131948,203.30316,0.135423123,0,0,9.005412437,19.58150375,0,166.5989149,10.40039388,0,4.27319936,344.217571,0,0,0.001980366,0.018209144,0,15.12039728,111.6570296,0,0,0,0,0,0,0
46,Ind. Tekstil,6940.700018,1595.663453,1.062894094,0,0,70.6806894,153.6891502,0,1307.583216,81.62946615,0,33.53901655,2701.656964,0,0,1.55E-02,0.142917926,0,118.675309,876.3613976,0,0,0,0,0,0,0
47,Ind. Tekstil Jadi dan Tekstil Lainnya,283.9388846,65.27740719,0.043482208,0,0,2.891494527,6.287309028,0,53.49225856,3.339400855,0,1.372056266,110.5227806,0,0,0.000635864,0.005846666,0,4.854918784,35.85129413,0,0,0,0,0,0,0
48,Ind. Pakaian Jadi,533.6335925,122.6820953,0.081720286,0,0,5.434263131,11.81634318,0,100.5331346,6.276056474,0,2.578637003,207.7160672,0,0,0.00119504,0.010988201,0,9.124314745,67.37877732,0,0,0,0,0,0,0
49,Ind. Kulit dan Alas Kaki,1291.118427,2.280961218,0.001519381,0,0,53.59595469,116.539847,0,214.8096769,13.41008284,0,5.50978723,665.0825443,0,0,0.011786199,0.108372213,0,4.02893388,215.7389616,0,0,0,0,0,0,0
50,Ind. Kayu dan Bahan Bangunan dari Kayu,3314.389367,3.537810225,0.71544018,0,0,123.8656746,269.3353789,0,266.9508301,12.12847875,0,39.32407842,1519.800549,0,0,0.027239099,0.25045915,0,585.4617008,492.9917274,0,0,0,0,0,0,0
51,Ind. Perabot Rumah Tangga dari Kayu,1605.822217,45.67203841,0.030422794,0,0,25.79918862,56.09814233,0,52.8784116,2.402445016,0,52.77295082,914.1950406,0,0,0.005673458,0.052166533,0,159.3698559,296.5458806,0,0,0,0,0,0,0
52,Ind. Kertas dan Barang dari Kertas,592.5248234,149.8295516,0.101527206,0,0,3.655501163,7.948576505,0,47.63135121,2.164053322,0,7.016494346,276.2648842,0,0,8.04E-04,0.007391505,0,8.290098796,89.61458959,0,0,0,0,0,0,0
53,Penerbitan dan Percetakan,286.7078311,72.49874452,0.049126457,0,0,1.768804899,3.846115876,0,23.0476106,1.047130871,0,3.395104807,133.6776159,0,0,0.000388975,0.003576563,0,4.011369907,43.36224172,0,0,0,0,0,0,0
54,Ind. Farmasi dan Jamu Tradisional,1193.444754,69.73139196,4.64E-02,0,0,0.961362025,2.090399993,0,57.93337727,21.78376754,305.3131773,14.4691796,541.0779813,0,0,2.11E-04,1.94E-03,0,152.8144424,27.22107031,0,0,0,0,0,0,0
55,Ind. Kimia dan Pupuk,2746.598825,160.4801216,0.106898089,0,0,2.212482647,4.810855421,0,133.3281205,50.13325514,702.6490428,33.29943137,1245.239164,0,0,4.87E-04,0.004473689,0,351.6878067,62.64668682,0,0,0,0,0,0,0
56,Ind. Pengilangan Minyak,35087.69372,20213.09833,2.414154117,0,0,73.73118743,160.3221988,0,2877.971776,139.9585524,0,38.63515687,11550.0691,0,0,0.016214106,0.149086101,0,0,31.32797081,0,0,0,0,0,0,0
57,Ind. Karet dan Barang dari Karet,700.7929343,8.080251037,0.00538237,0,0,24.07354231,52.34587113,0,69.04764789,3.137068087,0,68.90993916,357.7949899,0,0,0.005293974,0.048677238,0,1.28300895,116.0612622,0,0,0,0,0,0,0
58,Ind. Plastik dan Barang dari Plastik,2038.316058,23.50209975,0.015655083,0,0,70.01995234,152.2524336,0,200.8309767,9.124430262,0,200.4304391,1040.677264,0,0,0.015397974,0.141581901,0,3.731741028,337.5740864,0,0,0,0,0,0,0
59,Ind. Barang Mineral Bukan Logam,6133.882613,3337.18843,21.77480655,0,0,22.23595879,48.35020198,0,647.6028857,207.8249045,0,136.26853,1292.049807,0,0,0.004889874,0.044961603,0,1.423119462,419.1141176,0,0,0,0,0,0,0
60,Ind. Semen,999.8374617,11.52828074,7.68E-03,0,0,34.34627871,74.68306308,0,98.51187367,4.475727479,0,98.31540144,510.4743741,0,0,0.007553034,0.06944894,0,1.830498495,165.5872829,0,0,0,0,0,0,0
61,Ind. Kapur dan Barang dari Semen,502.8468004,5.797901466,3.86E-03,0,0,17.273724,37.5602443,0,49.54443334,2.250971112,0,49.44562185,256.7321345,0,0,0.003798637,0.034927854,0,0.920609946,83.27857134,0,0,0,0,0,0,0
62,Ind. Dasar Baja dan Besi,181.9129782,87.99231366,5.08E-02,0,0,0.762934102,1.658935344,0,14.5522317,17.69975468,0,4.211877012,41.5152812,0,0,1.68E-04,0.00154267,0,0.000463925,13.46669482,0,0,0,0,0,0,0
63,Ind. Logam Bukan Besi dan Barang dari Logam,447.7742403,216.5908765,0.124996931,0,0,1.877943187,4.083427805,0,35.81995392,43.5675029,0,10.36742979,102.188825,0,0,0.000412975,0.003797243,0,0.001141939,33.14793207,0,0,0,0,0,0,0
64,Ind. Mesin dan Perlengkapan Listrik,371.3764217,11.25180148,0.007494985,0,0,3.006999931,6.538465709,0,14.41766911,0.655043452,0,2.123842621,251.7166957,0,0,0.000661264,0.006080221,0,0,81.65166719,0,0,0,0,0,0,0
65,Ind. Alat Angkutan dan Perbaikannya,782.3812338,23.70424671,0.015789735,0,0,6.334867209,13.77463018,0,30.37380158,1.379984497,0,4.474313696,530.2932751,0,0,0.00139309,0.012809242,0,0,172.0161227,0,0,0,0,0,0,0
66,Ind. Barang Lainnya,211.6055158,6.018384317,0.004008931,0,0,3.399660659,7.392273079,0,6.967996485,0.316579638,0,6.954099503,120.4670798,0,0,0.000747614,0.006874189,0,21.00079337,39.07701822,0,0,0,0,0,0,0
67,Listrik dan Gas,6062.247657,1307.269389,0,0,0,0.599973636,1.304591665,0,667.861757,316.5983932,0,10.58412373,1610.354351,0,0,0.000131939,0.00121316,0,4.78055E-07,82.18117547,0,0,112.1880936,1953.304463,0,0,0
68,Air Minum,108.1948721,11.77687103,0.007844741,0,0,0.618090532,1.343985315,0,7.756495003,0.909116679,0,2.454777677,12.37279422,0,0,1.36E-04,1.25E-03,0,66.94003374,4.013477424,0,0,0,0,0,0,0
69,Bangunan Tempat Tinggal dan Bukan Tempat Tinggal,8542.134104,0,0,0,0,223.1624669,485.247812,0,640.4178909,233.7828098,0,5937.687611,171.5922752,0,0,4.91E-02,4.51E-01,0,794.0819534,55.66096959,0,0,0,0,0,0,0
70,Bangunan Lainnya,8542.134104,0,0,0,0,223.1624669,485.247812,0,640.4178909,233.7828098,0,5937.687611,171.5922752,0,0,0.049075295,0.451239472,0,794.0819534,55.66096959,0,0,0,0,0,0,0
71,Perdagangan,8513.205622,0,0,0,0,1211.221933,2633.699121,0,829.7983752,192.0722992,0,510.2051282,98.35026029,0,0,0.266357846,2.449117693,0,254.6329452,2780.510085,0,0,0,0,0,0,0
72,Jasa Restoran,71.94463651,0,0,0,0,9.501142429,20.65942647,0,8.221901802,1.903112407,0,5.055271965,0.822376906,0,0,0.002089381,0.019211521,0,2.51026908,23.24983455,0,0,0,0,0,0,0
73,Jasa Perhotelan,607.9184221,0,0,0,0,80.28283682,174.5682034,0,69.47349812,16.08093595,0,42.71608149,6.948927608,0,0,1.77E-02,1.62E-01,0,21.21129374,196.4566564,0,0,0,0,0,0,0
74,Jasa Angkutan Kereta Api,2679.833066,0,0,0,0,2670.230481,0,0,0,0,0,0,4.203319433,0,0,0,5.399265434,0,0,0,0,0,0,0,0,0,0
75,Jasa Angkutan Jalan Raya,142851.651,0,0,0,0,142339.774,0,0,0,0,0,0,224.0628824,0,0,0,287.8141895,0,0,0,0,0,0,0,0,0,0
76,Angkutan Air,14138.31278,0,0,0,0,0,0,0,12026.27632,2106.836528,0,5.199929124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Angkutan Udara,2729.731484,0,0,0,0,0,0,2729.731484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Jasa Penunjang Angkutan,2729.731484,0,0,0,0,2533.453983,0,0,8.947631025,2.071095961,0,5.501489724,5.96602638,0,0,0,5.122700313,0,0,168.6685573,0,0,0,0,0,0,0
79,Jasa Komunikasi,487.9926181,0,0,0,0,330.5267656,0,0,15.46073012,3.578674134,0,9.506096938,4.381462774,0,0,0,0.668332473,0,0,123.870556,0,0,0,0,0,0,0
80,Jasa Bank,93.27890965,0,0,0,0,15.419867,33.52918986,0,7.995236297,1.850646451,0,4.915905697,1.008948511,0,0,3.39E-03,0.031179314,0,5.05342E-05,28.52449503,0,0,0,0,0,0,0
81,Jasa Lembaga Keuangan Lainnya,106.1305886,0,0,0,0,17.54436846,38.14873768,0,9.096795164,2.105622781,0,5.593203942,1.147958309,0,0,3.86E-03,0.035475103,0,5.74967E-05,32.45451151,0,0,0,0,0,0,0
82,Real Estate dan Jasa Perusahaan,16.00622764,0,0.00E+00,0,0,0.451283537,0.981277684,0,2.540817852,0.588119646,0,1.562232871,0.33692945,0,0,9.92E-05,9.13E-04,0,0.019051507,9.525503342,0,0,0,0,0,0,0
83,Pemerintahan Umum dan Pertahanan,2654.778938,0,0.00E+00,0,0,359.2802973,781.2244621,0,397.7973258,92.07760497,0,244.5874102,26.25460339,0,0,7.90E-02,7.26E-01,0,10.49454539,742.2572068,0,0,0,0,0,0,0
84,Jasa Pendidikan Swasta,89.45479704,0,0,0,0,21.35176406,46.42759573,0,1.789001386,0.414097713,0,1.099975258,0.292453498,0,0,0.004695432,0.043173742,0,9.763939063,8.268101159,0,0,0,0,0,0,0
85,Jasa Kesehatan Swasta,61.31806611,0,0,0,0,13.22936607,28.76613182,0,2.408730944,0.557545669,0,1.481018663,0.421014351,0,0,2.91E-03,0.026750072,0,2.52E+00,11.90271023,0,0,0,0,0,0,0
86,Jasa Hiburan,21.41464184,0,0,0,0,3.21678028,6.994615242,0,0.834089479,0.193065555,0,0.512843532,0.326369641,0,0,7.07E-04,6.50E-03,0,1.03E-01,9.226961635,0,0,0,0,0,0,0
87,Jasa-Jasa Lainnya,442.9564453,0,0,0,0,66.53828576,144.6818456,0,17.25292973,3.993512136,0,10.60803864,6.750873407,0,0,0.014632326,0.134541894,0,2.124420167,190.8573656,0,0,0,0,0,0,0
88,Kegiatan yang belum jelas batasannya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
