3965077.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31817.82,10647.02,0,0,0,0,4094.2,0,0,0,0,0,42451259.94,0,0,0,0,0,2588.23,0,0,0,0,0,0,0,0,0,0,0,1776.98,0,75.85,0,0,0,0,6386.38,0,0,0,0,0,0,0,0,0,0,0,1427.45,0,0,0,0,0,0,0,0,0,0,0,3616.34,0,0,1622.71,0,0
0,621009.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11510.84,158581.03,0,0,0,27262.5,1900.2,0,0,0,2149.39,338906.82,0,763390.72,8893.34,547089.53,21565.17,6052.65,1671204.93,4673.05,1004.28,85342.06,53.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3024.36,73828.67,0,0,0,0,0,0,0,0,0,21095.56,0,1887.74,647.18,0.13,0
0,0,225970.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3781.33,20719.41,0,0,0,1009.91,86.08,0,0,0,0,0,0,455638.64,595.09,0,58220.64,16413.83,213905.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8545.72,18302.75,0,0,0,0,0,0,0,0,0,8723.78,0,242.06,1956.97,0,0
0,0,0,166444.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8631.99,0,0,0,0,98.24,0,0,0,0,56397.79,0,0,8943.74,390.72,0,42204.29,11154.92,97016.27,0,70.25,0,0,0,0,0,0,0,0,0,0,0,7.55,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22824.21,101231.22,0,0,3208.47,0,0,0,0,0,0,102559.93,0,1011.84,308.29,0,0
0,0,0,0,1011168.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,756028.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7903.9,6845.23,0,0,0,167.99,0,0,0,0,433129.27,0,0,496.99,10256.08,0,10669.05,2994.93,5721.79,0,1249.96,0,0,0,0,0,0,0.07,0,0.02,0,0,5235.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69147.06,260326.1,0,0,0,0,0,0,0,0,0,309141.03,0,63393.12,2656.77,0,0
0,0,0,0,0,0,98524.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,11056.33,0,195561.13,0,0,0,0,0,0,0,0,0,0,0,0,0,5615.15,0,0,0,0,0,0,0,0,0,468178.6,0,0,0,84147.91,0,46056.77,8446.19,0.05,74.19,271769.72,0,0,0,0,0,0,0,0,0,0,0,31171.63,16.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12941.17,42635.44,967749.39,0,0,0,0,0,0,0,0,0,386134.19,306.82,84598.92,17239.77,0,0
0,0,0,0,0,0,0,0,138477.85,0,0,0,0,0,0,0,0,0,0,0,0,1027.11,0,0,0,0,0,0,0,0,0,28.37,2436.72,0,0,13773.6,0,97222.79,22124.97,77370.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2917.92,12731.11,0,0,199.08,0,0,0,0,0,0,18360.37,0,316.52,65.81,0,0
0,0,0,0,0,4294.2,0,0,0,149933.87,0,0,0,0,0,0,0,0,0,0,0,2204.97,4359.87,0,0,0,0,0,0,0,0,34499.92,0,0,2687.33,0,0,1046635.8,28411.23,79002.08,0,191.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3208.9,6362.37,0,0,101.48,0,0,0,0,0,0,4894.85,0,96.04,106.56,0,0
