ID,Sektor,Total_Kons,HCOAL,BCOAL,COKE,CRUDE,DIESEL,GASOLINE,JETFUEL,LFO,HFO,NAPHTA,OTHPETRO,NATGAS,OTHGAS,WASTE,BIOGASOL,BIODIESEL,BIOGAS,OTHRENEW,ELECTR,HEATPROD,NUCLEAR,HYDRO,GEOTHERM,SOLAR,WIND,OTHSOURC
1,Tanaman Pangan ,58.00429271,0,0,0,0,10.11091948,21.98533482,0,25.52564126,0,0,0,0,0,0.00E+00,2.22E-03,0.020444504,0,0,0.359729175,0,0,0,0,0,0,0
2,Tanaman Hortikultura ,15.30586201,0,0,0,0,2.668015263,5.801372367,0,6.735569465,0,0,0,0,0,0.00E+00,0.000586719,0.005394786,0,0,0.094923407,0,0,0,0,0,0,0
3,Perkebunan ,8.249362024,0,0,0,0,1.437973489,3.126751102,0,3.630252966,0,0,0,0,0,0,0.000316222,0.002907614,0,0,0.051160631,0,0,0,0,0,0,0
4,Peternakan ,34.87260136,0,0,0,0,6.078758102,13.2177427,0,15.34620061,0,0,0,0,0,0.00E+00,0.00133677,0.012291384,0,0,0.216271788,0,0,0,0,0,0,0
5,"Jasa Pertanian, dan Perburuan  ",1.948194494,0,0,0,0,0.339596205,0.738423076,0,0.857331612,0,0,0,0,0,0,7.47E-05,0.000686671,0,0,0.012082251,0,0,0,0,0,0,0
6,Kehutanan dan Penebangan Kayu,0.551238473,0,0,0,0,0.096088195,0.208935612,0,0.242580589,0,0,0,0,0,0.00E+00,2.11E-05,0.000194292,0,0,0.003418653,0,0,0,0,0,0,0
7,Perikanan ,11.93062286,0,0,0,0,2.079666201,4.52205735,0,5.250245886,0,0,0,0,0,0.00E+00,4.57E-04,0.004205131,0,0,0.073990957,0,0,0,0,0,0,0
8,"Pertambangan Minyak Bumi, Gas Alam dan Panas, Batubara dan Lignit",10.79835103,0,0,0,0,1.882296166,4.092892988,0,4.751973032,0,0,0,0,0,0,0.000413933,0.003806045,0,0,0.066968869,0,0,0,0,0,0,0
9,Pertambangan Bijih Logam,12.20680736,0,0,0,0,2.127808832,4.626739408,0,5.371784935,0,0,0,0,0,0,0.000467923,0.004302477,0,0,0.075703789,0,0,0,0,0,0,0
10,Pertambangan dan Penggalian Lainnya,21.47985687,0,0,0,0,3.74422466,8.141498206,0,9.452526617,0,0,0,0,0,0.00E+00,0.000823386,0.007570906,0,0,0.133213092,0,0,0,0,0,0,0
11,Industri Batubara dan Pengilangan Migas,209.3752416,0,0,0,0,36.49688857,79.3593814,0,92.13865139,0,0,0,0,0,0.00E+00,8.03E-03,0.073797521,0,0,1.298496703,0,0,0,0,0,0,0
