795108.07,3191.60,0.00,596367.73,8220.50,57.22,2467.84,0.00,0.00,0.00,0.00,3941247.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2441.48,715.12,0.00,0.00,11256.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.58,0.00,0.00,0.00,0.00,5071.13,0.00,0.00,417.34,79.06,0.00,0.00,1275.21,113529.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1521.87,43436.66,52331.21,11265.72
1508.31,48694.70,1383.12,78093.35,5.92,0.04,9.37,0.00,0.00,0.00,0.00,111898.80,0.00,0.00,0.00,0.00,424.79,0.00,0.00,41188.67,8633.85,0.00,0.00,7.04,0.00,0.00,0.00,0.00,94.76,0.00,0.00,0.00,37.39,534.80,0.00,0.00,0.00,0.00,28689.83,0.00,164.79,690.28,1.44,0.00,0.00,5190.20,214661.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21137.05,490282.10,68833.59,53803.60
10.18,21.74,43128.88,1162.43,3.04,0.02,0.02,0.00,0.00,0.00,0.00,433721.57,270379.83,2291.50,992.75,0.00,4216.31,0.00,0.00,126576.99,30105.35,703899.71,0.00,6.74,0.00,0.00,0.00,0.00,90.59,0.00,0.00,0.00,78.80,4600.61,0.00,0.00,0.00,0.00,728.93,0.00,2.86,8.48,0.00,0.00,0.00,6.81,3547.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.55,802.76,17.47,13191.86
283237.42,49620.06,32051.36,474675.46,19000.89,165.90,635.65,0.00,0.00,0.00,0.00,993459.94,764.14,0.00,537.74,0.00,0.05,0.00,0.00,654.01,4661.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1435.02,0.00,0.00,0.00,0.00,4892.63,0.00,0.00,0.00,0.00,0.00,0.00,965.17,634.82,1394.14,0.00,0.00,32675.81,1055804.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,289212.88,3423.89,3487.04
185484.56,3536.75,23912.74,58814.69,227.47,4126.64,692.77,0.00,0.00,0.00,0.00,0.53,0.00,0.00,1.92,0.00,1103.50,0.00,0.00,587.13,13.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.00,0.00,0.00,531.73,20.34,0.00,0.00,0.00,55.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,3.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101.75,97.81
621.98,22.81,110.82,307.98,0.95,58.42,7.48,0.40,0.00,4.63,0.00,60.91,0.00,0.00,7.40,3.54,13237.61,5416.72,0.00,2566.39,42.99,0.41,0.00,114.40,0.00,0.00,0.00,0.00,108.61,0.00,0.00,114.01,2696.94,123.07,0.00,0.00,0.00,46575.31,39.98,13.16,0.00,0.00,0.00,0.00,0.00,0.46,14.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.52,0.90,0.52,341.03
1944.16,0.00,126.67,673.07,218.35,48.71,92798.90,0.00,0.00,0.00,0.00,477952.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,908.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33237.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1146.48,1215.88,0.00,0.00,7919.70,219911.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175123.83,4.50,15507.81
0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.08,0.00,0.00,1796.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11465.14,0.00,0.00,0.00,0.00,10341.11,12116.87,1.33,0.20,579.12,0.00,0.00,0.00,0.00,0.00,13831.57,4871.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,410.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,228.39,1.30,0.00,0.00,45261.33,0.00,3388.24,13.47,49.87,143.58,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.13,0.44,0.01,0.00,0.00,0.00,0.00,2.91,0.01,23.95,0.00,0.01,0.01,0.32,0.07,0.00,0.00,3038.11,10.79,0.48,40.12,11624.21,953.56,17.66,210.89,0.00,466.65,8.69,0.00,232.87,3.77,36.35,0.00,496.54,0.00,80443.12,32.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,279.72,0.00,0.00,0.01
