41970,0,0,0,0,3829,1360,0,0,0,0,0,133552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2378,0,0,0,0,0,185,874,0,0,0,0,0,0,0,82,3410,0
0,4755,0,5061,0,89,356,0,0,0,0,0,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,506,0,0,0,0,0,2,47,0,0,0,0,0,0,0,46,1918,0
0,0,21526,0,0,875,1052,0,0,0,0,0,3933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2503,0,0,0,0,0,28,139,0,0,0,0,0,0,0,68,1782,0
0,10652,0,14442,0,199,1385,0,0,0,0,0,2135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,313,0,0,0,0,0,5,96,0,0,0,0,0,0,0,102,4341,0
0,0,0,0,972742,450,4234,0,0,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,13601,0,0,0,0,0,8,420,0,0,0,0,0,0,0,0,0,0
242,0,0,0,0,86036,1697,0,0,0,0,0,4802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2181,0,0,0,0,0,218,718,0,0,0,0,0,0,0,74,32675,0
6687,3420,2236,6454,23204,3970,0,3014,14696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,20,71,51,1312,99,1787,2193,18804,0,3298,0,3443,65,84301,266,9,0,42,0,0,43,132,40,0,0,20529,0,264,0,0,0,0,0,0,5,0,0,0,0,0,0,0,16,233,255
0,0,0,0,0,0,0,0,373307,0,0,0,305811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,62123,0,0,0,0,0,2098,7357,0,0,0,0,0,0,0,168,87405,0
0,0,0,0,0,0,0,0,0,1979974,0,0,0,0,0,0,0,0,2078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,35486,47173,0,0,0,16648,0,0,0,3961,0,0,0,0,0,0,0,493600,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776,2272,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,33476,0,0,87903,0,0,0,2294,10,0,121,0,0,133,0,0,242,0,17,0,0,0,702,108688,0,14031,0,269,52,702,711,0,45,144,110,185,154,0,3381,1639,2085
1,5,1,16,30,1,7,7,150,236,3,0,13,1,67,1,0,0,0,0,0,3,0,1,7,30,90,22,417,21,8,18,115,25,0,0,44,0,1,1,5,4,703,65,63,32
0,0,0,0,0,779,0,0,0,345232,2060,0,709,1691,535614,3141,9,0,749,0,0,2353,307,287,0,0,646582,0,49923,0,0,0,0,3551,1022,246,0,0,0,0,53,22,11476,7732,10463,525
5,3,23,218,449,9,32,69,556,4704,46,0,245,2,328,1373,0,0,1,0,0,180,1,24,864,399,1598,309,7880,2913,259,728,1417,264,1,1,492,186,8,8,86,41,8460,23443,561,483
6,0,6,9,148,2,0,0,4,20,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,2,0,1,1,1,1,2,1,0,0,1,0,0,0,0,0,18,5,24,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,2,44,150,2,7,14,197,802,50,0,39,1,123,20,0,0,82,0,0,32,0,4,8,90,34712,56,338,5,8,154,391,69,0,0,120,1,2,2,17,11,1895,18,52,36
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,54,0,731,0,136,112,222,1238,17308,563,0,864,8,1336,275,0,0,59,0,0,21017,2,9,2598,1184,675,57273,709,5187,15598,1174,7651,337,2,2,1559,0,22,22,233,131,17930,4746,2139,1098
