62396,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,2508,0,0,0,0,0,0,0,757051,0,0,0,0,0,1062,0,0,0,22,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,138
0,29931,0,0,0,0,0,0,0,0,0,0,0,0,45,519,4244,0,0,14,0,0,0,0,4872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,412,0,0,0,0,0,0,0,251,3261,393
0,0,1536,0,0,0,0,0,0,0,0,0,0,0,0,2,43,0,0,0,0,0,0,0,84903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0
0,0,0,5078,0,0,0,0,0,0,0,0,0,0,258,14,214,0,0,3,0,0,0,0,48978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1301,0,0,0,0,0,0,0,0,2341,880
0,0,0,0,1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3470,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,798,0,0,0,0,0,0,0,0,0,3,127,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,932,0,0,0,0,0,0,0,165,3338,98
0,0,0,0,0,28,31259,0,0,0,0,0,0,0,0,1,79,0,0,0,0,0,0,0,1875,0,0,0,0,0,172,0,0,0,0,0,74,0,329,0,5,0,684,0,299,1740,0,0,0,0,1,0,0,2165,16785,75
0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,3,0,0,0,0,1,0,0,1428,0,0,0,0,0,0,0,215,1440,0,12,0,0,0,0,175,229,178,1008
0,0,0,0,0,0,0,0,111335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4259976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,102892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,24397,0,0,0,1554,0,0,0,0,565,403,0,4,0,152,0,0,0,0,0,1,583,0,0,0,0,0,0,0,0,591,0
0,0,0,0,0,0,0,0,0,0,0,1128,0,0,0,0,0,0,0,0,0,0,0,0,1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2522,0,0,0,0,0,0,0,0,0,0,0,3349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2405,0,43,0,7799,1852,1129,23,0,0,0,0,0,0,0,239364,8175,248,0,48,7,0,0,0,342,1,0,105,0,2,0,0,0,0,0,1,162,0,0,0,0,0,0,197,0,183,23
32,17,0,5,14,507,2212,29,1698,5635,587,168,1,3724,4270,0,0,0,0,0,0,0,0,0,42466,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,432,0,0,0,0,0,0,0,0,2039,4
111,53,1,21,405,1,1516,6,104,346,36,10,0,634,268,5857,1838,1,0,0,0,0,0,0,77185,164,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,229,549,0,0,0,0,0,0,0,0,2844,0
132634,48272,6594,2205,1726,17,1532,124,73731,817,349,393,1126,4019,457,4,1053,1760,17649,1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,11,11,2,0,0,0,0,1,0,2,149,624,1,7,0,16,0,4489,2918,2,3993,9,124,30,12148,749,0,979,1128,0,75533,358,141,18,0,0,0,0,0,77,0,0,0,0,56,1,0,214,0,42
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,37577,81,0,0,0,1222,87614,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,368,12628,0,0,0,0,0,0,0,0,2918,797
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,1,132376,0,0,0,0,3269,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,46,8410,0,0,0,0,0,0,0,0,2604,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11764,0,3,268,22,6,0,8,0,64509,1,0,2,1146,18108,647663,0,200,0,0,0,0,54,0,0,0,0,0,0,81,613,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1623869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,9,79,12,4,8,62,24664,63945,2543,12,43077,21509,0,681,0,7365,97988,942,201,0,14,0,2,0,0,1,1,24,1271,348,28182,316,7981,408,2058,150,1700,14350,5656,371,9,162,317,136,6149,5176,70739,3797
70,16,1,2,92,6,1,8,1,1,1,0,1,13,0,1,25,58,47,136,0,23,0,0,5,2553,17,0,0,3,25,2,0,29,94,58,898,236,1696,128,3,8,0,18,1,3,176,11,0,8,58,10,1213,1300,132,1723
0,0,0,1,2,6,43,0,0,0,0,0,0,1,0,1,38,0,0,0,0,15,0,0,2,17,308,5,0,0,160,5,55,88,231,31,30274,332,1722,0,0,0,0,26,0,1,102,0,0,0,10,6,5,5,7,176
0,0,0,0,0,0,54,12,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,27,14,1,0,205,0,0,117,7,0,0,0,45,212,92,478,39,1,4,2,12,2,1,3935,123,1,76,274,43,2193,5861,1832,356
19,13,2,0,2,2,43,0,107,52,0,1,1,5,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14,7,28,7
16,0,0,0,116,1,15,0,1,10,0,0,0,4,0,3,116,0,0,0,0,5,0,22,412,2,9,23,2,88,0,365,0,0,29,59,2376,153,438,90,6,16,91,28,1,37,84,0,0,0,182,12,119,173,135,204
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,171,0,0,0,115,0,158,16,21,27,0,2,3,121,16,0,15,93,260,244271,71,5352,86,1,0,0,1,0,0,143,0,0,0,2547,24,1162,92,457,280
4331,996,116,116,0,28,8956,24,59,844,71,19,18,343,20,157,1949,4912,6116,2593,0,13385,0,312,54,181,6,2,0,5,13,0,81,53,115,141,75749,69,451,170,21,150,3,18,4,301,1071,620,0,0,352,261,438,342,1700,669
0,0,0,0,0,0,0,12,31,0,0,0,0,0,0,0,549,0,90,341,0,52,0,0,0,0,0,0,0,0,2432,43,0,0,0,0,330,130,181,0,0,55,0,110,132,0,0,0,0,0,0,0,67,0,0,0
