2453,0,0,-6709,160839
41557,0,0,-336,0
168056,0,0,-1864,0
9728,0,0,2816,0
187003,0,0,-690,2512
846208,0,0,-460,3769
0,0,0,-18176,1171960
47596,0,90290,-27265,267344
0,0,12768269,-40897,408747
179521,0,96551,-4544,0
287062,0,137689,67714,318314
1708289,0,7,179,35368
280591,0,193037,-13674,2434851
488,0,0,-3419,99748
2885150,0,0,44504,1349928
167561,0,0,22252,584997
0,0,0,0,667415
0,0,469083,614,11243138
0,0,0,6973,3422476
0,0,0,170073,10968
695983,0,0,0,17379978
9173068,0,0,841646,577218
895617,0,9204,-41487,57777
372074,0,785104,433930,857297
0,0,502755,0,85829
0,0,281584,0,128744
83651,0,17549,16562,60525
0,0,0,0,0
1242012,0,32410,4187,460874
29773,0,15742,1049,1083188
0,0,15742,1138,428149
0,0,0,0,0
110409,0,309319,48125,335832
0,0,1415647,65218,198568
0,0,734797,2616,170479
3681920,0,88505,6,40903
911170,0,0,0,0
4009,0,0,0,0
143698,0,0,11123,52536
0,0,21986331,0,1302154
808281,0,0,0,1094611
4750799,0,0,57330,2236870
670514,0,0,7073,1147359
0,0,0,3501,2125189
0,0,0,140,1877675
0,0,0,425,476546
0,0,0,886,158950
271284,0,0,0,10464
3081760,0,0,0,79899
1240710,40277,0,0,972
42081,0,0,0,1714678
162015,0,0,0,1009876
5120097,0,0,0,0
0,0,0,0,418
0,9884537,0,0,28210
2169799,3245089,0,0,19846
1132827,550439,0,0,275660
472129,92231,0,0,154084
