53023,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,2000224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,74,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,24237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,699,8375,0,0,0,0,0,0,0,0,0
0,0,814,0,0,0,0,0,0,0,386,0,0,0,0,0,0,0,0,0,0,118569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,2221,7163,0,0,0,0,0,0,0,0,0
0,0,0,1106,0,0,5385,0,0,0,320,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,734,3133,0,0,0,0,0,0,0,0,0
0,0,0,0,1586,0,0,0,0,0,90,68,0,0,0,0,0,0,0,0,0,7672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13992,0,0,0,303,58751,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1077,0,0,0,0,54,27,0,0,0,0,0,0,0,0,0,14139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11690,0,0,0,1672,10938,0,0,0,0,0,0,44926,0,0
0,0,0,0,0,0,17370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,6073,3187,0,0,0,0,0,0,0,0,0,0,0,0,0,179396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,354,5001,0,0,0,0,0,0,15741,0,0
0,0,0,0,0,0,0,0,49184,0,0,0,0,0,0,0,0,0,0,0,0,1164337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,191,30,0,0,0,0,0,9846,149,7689,0,0,0,0,0,0,0,0,0,0,6827,0,0,1265,0,0,0,18354,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2059,0,0,0,1595,18515,0,0,0,1,0,296,0,9807,0
