ID,Sektor,Total_Kons,HCOAL,BCOAL,COKE,CRUDE,DIESEL,GASOLINE,JETFUEL,LFO,HFO,NAPHTA,OTHPETRO,NATGAS,OTHGAS,WASTE,BIOGASOL,BIODIESEL,BIOGAS,OTHRENEW,ELECTR,HEATPROD,NUCLEAR,HYDRO,GEOTHERM,SOLAR,WIND,OTHSOURC
1,Padi,27.75159248,0,0,0,0,4.837471571,10.51867067,0,12.21249603,0,0,0,0,0,0,0.001063801,0.009781475,0,0,0.172108942,0,0,0,0,0,0,0
2,Umbi-umbian,0.941744707,0,0,0,0,0.164158624,0.356948973,0,0.414428595,0,0,0,0,0,0,3.60999E-05,0.000331932,0,0,0.005840482,0,0,0,0,0,0,0
3,Kacang-kacangan,3.710881002,0,0,0,0,0.6468559,1.406533163,0,1.633027709,0,0,0,0,0,0,0.000142249,0.001307957,0,0,0.023014024,0,0,0,0,0,0,0
4,Jagung dan tanaman pangan lainnya,0.292438548,0,0,0,0,0.050975927,0.11084282,0,0.12869188,0,0,0,0,0,0,1.12E-05,0.000103074,0,0,0.001813636,0,0,0,0,0,0,0
5,Sayuran-sayuran,3.406870505,0,0,0,0,0.593862829,1.291304233,0,1.499243423,0,0,0,0,0,0,0.000130595,0.001200804,0,0,0.021128621,0,0,0,0,0,0,0
6,Buah-buahan,11.72977608,0,0,0,0,2.044655936,4.445930505,0,5.161860308,0,0,0,0,0,0,4.50E-04,0.00413434,0,0,0.072745352,0,0,0,0,0,0,0
7,Karet,22.83281287,0,0,0,0,3.980062881,8.654308368,0,10.04791479,0,0,0,0,0,0,8.75E-04,0.008047776,0,0,0.141603812,0,0,0,0,0,0,0
8,Kelapa,7.384762031,0,0,0,0,1.287262214,2.799042247,0,3.249773036,0,0,0,0,0,0,0.00028308,0.002602873,0,0,0.045798582,0,0,0,0,0,0,0
9,Kelapa Sawit,180.2041385,0,0,0,0,31.41197744,68.30267443,0,79.30147888,0,0,0,0,0,0,0.006907757,0.063515717,0,0,1.117584286,0,0,0,0,0,0,0
10,Tanaman perkebunan tahunan lainnya,4.375687968,0,0,0,0,0.762740594,1.658514578,0,1.925585782,0,0,0,0,0,0,1.68E-04,0.001542278,0,0,0.027137002,0,0,0,0,0,0,0
11,Ternak,16.53300884,0,0,0,0,2.881923272,6.266497147,0,7.275593457,0,0,0,0,0,0,6.34E-04,5.83E-03,0,0,0.102533888,0,0,0,0,0,0,0
12,Unggas dan Hasil-hasilnya,27.84046025,0,0,0,0,4.852962404,10.55235417,0,12.25160359,0,0,0,0,0,0,1.07E-03,0.009812798,0,0,0.172660079,0,0,0,0,0,0,0
13,Kayu,80.70112377,0,0,0,0,14.06727892,30.58810207,0,35.51371525,0,0,0,0,0,0,0.003093512,0.028444351,0,0,0.500489659,0,0,0,0,0,0,0
14,Hasil Hutan Bukan Kayu,7.036119001,0,0,0,0,1.226489098,2.666896273,0,3.096347548,0,0,0,0,0,0,0.000269715,0.002479988,0,0,0.043636379,0,0,0,0,0,0,0
15,Ikan,55.38886127,0,0,0,0,9.655015,20.99400929,0,24.37468223,0,0,0,0,0,0,0.002123219,0.019522655,0,0,0.343508875,0,0,0,0,0,0,0
16,Biota Air Lainnya,12.68321394,0,0,0,0,2.210852832,4.807311527,0,5.581434647,0,0,0,0,0,0,0.000486185,0.004470394,0,0,0.078658352,0,0,0,0,0,0,0
17,Gas Alam,102.9068459,59.28192979,0.007080345,0,0,0.21624231,0.470200519,0,8.440651601,0.410477055,0,0.113311013,33.87458836,0,0,4.75535E-05,0.000437247,0,0,0.091880153,0,0,0,0,0,0,0
18,Batubara dan Lignit,1805.970043,1040.371885,0.124256956,0,0,3.794957766,8.251813032,0,148.1297361,7.20369241,0,1.988558623,594.4841788,0,0,8.35E-04,0.007673489,0,0,1.612456414,0,0,0,0,0,0,0
19,Barang tambang logam lainnya,528.7774065,304.6147689,0.036381706,0,0,1.111141313,2.416082321,0,43.37151549,2.109198768,0,0.582238269,174.061471,0,0,0.000244349,0.002246752,0,0,0.472117754,0,0,0,0,0,0,0
20,Penggalian,152.7047368,87.96918611,0.010506612,0,0,0.320884629,0.697736345,0,12.52518692,0.60911196,0,0.168143609,50.26691908,0,0,7.06E-05,6.49E-04,0,0,0.136342091,0,0,0,0,0,0,0
21,Minyak nabati,821.791341,704.4095921,0,0,0,36.96982827,80.38774856,0,0.00904983,0.001042494,0,0.00240146,0.011678243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Industri Pengolahan dan pengawet makanan dan minuman,5593.371858,1285.913385,0.856565173,0,0,56.96015935,123.855024,0,1053.755262,65.78356039,0,27.0284252,2177.21152,0,0,1.25E-02,0.115174709,0,95.63806708,706.2421897,0,0,0,0,0,0,0
23,Industri Tekstil dan Pakaian Jadi,441.1902773,101.4294235,0.06756358,0,0,4.492865688,9.769354475,0,83.11740894,5.188832065,0,2.131930205,171.7326469,0,0,0.000988019,0.009084674,0,7.543676052,55.70650324,0,0,0,0,0,0,0
24,"Industri Kayu,Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu,Rotan dan Sejenisnya ",985.3640928,226.5347108,0.150897989,0,0,10.03446529,21.81909168,0,185.6362537,11.58885194,0,4.761499925,383.5514799,0,0,2.21E-03,2.03E-02,0,16.84821242,1.24E+02,0,0,0,0,0,0,0
25,Kayu Lapis dan sejenisnya,447.5169585,102.8839243,0.068532444,0,0,4.557293511,9.909447299,0,84.30931497,5.263240066,0,2.162502145,174.195298,0,0,1.00E-03,9.21E-03,0,7.651852583,56.5053361,0,0,0,0,0,0,0
26,Produk pertukangan dan bahan bangunan dari kayu,195.9643336,45.05210202,0.030009845,0,0,1.99560479,4.339272958,0,36.91841931,2.304733513,0,0.946943538,76.2788199,0,0,4.39E-04,0.004035157,0,3.350689094,24.74326464,0,0,0,0,0,0,0
27,"Industri Kertas dan Barang dari Kertas,Percetakan dan Reproduksi Media Rekaman ",325.6798852,74.87364228,0.049874397,0,0,3.316564432,7.211587398,0,61.35599444,3.83031612,0,1.573758127,126.7704018,0,0,7.29E-04,0.006706167,0,5.568625776,41.12168493,0,0,0,0,0,0,0
28,Industri barang dari kilang minyak,3072.930417,706.4651619,0.47058648,0,0,31.29321824,68.04444266,0,578.9203146,36.14068737,0,14.84908782,1196.133508,0,0,0.006881641,0.063275583,0,52.54238997,388.0008628,0,0,0,0,0,0,0
29,"Industri Kimia,Farmasi dan Obat Tradisional",1671.415621,384.2576131,0.255959455,0,0,17.02087802,37.01045222,0,314.8839465,19.65749341,0,8.07665452,650.5959977,0,0,0.003743034,0.034416594,0,28.57863975,211.0398268,0,0,0,0,0,0,0
30,"Industri Karet,Barang dari Karet dan Plastik",758.6880359,174.421999,0.116184971,0,0,7.72610735,16.79976359,0,142.9319434,8.92291832,0,3.666150464,295.3181683,0,0,0.001699036,0.015622361,0,12.97240003,95.79507914,0,0,0,0,0,0,0
31,Industri Barang Galian bukan Logam,1771.923859,407.3644065,0.271351218,0,0,18.04440468,39.23602393,0,333.8190517,20.83956925,0,8.562332828,689.7186768,0,0,0.003968116,0.036486188,0,30.29717622,223.7304112,0,0,0,0,0,0,0
32,Industri Logam Dasar,581.7113738,133.7351531,0.089082885,0,0,5.923863707,12.88093801,0,109.5906792,6.841498519,0,2.810959606,226.4302707,0,0,1.30E-03,0.011978184,0,9.946370955,73.44927619,0,0,0,0,0,0,0
33,"Industri Barang dari Logam,Komputer,Barang Elektronik,Optik dan Peralatan Listrik",680.199379,156.3774961,0.104165272,0,0,6.926817312,15.06177536,0,128.1451855,7.999814434,0,3.2868757,264.7665775,0,0,1.52E-03,0.014006179,0,11.63036456,85.88477775,0,0,0,0,0,0,0
34,Industri Mesin dan Perlengkapan YTDL,741.2140388,170.4047358,0.113509015,0,0,7.548160722,16.41283378,0,139.6399548,8.717406909,0,3.581712197,288.5164414,0,0,0.001659904,0.015262549,0,12.67362152,93.58874023,0,0,0,0,0,0,0
35,Industri Alat Angkutan,955.3822495,219.6419,0.14630659,0,0,9.72914488,21.15519841,0,179.9878674,11.23623594,0,4.616620945,371.8810928,0,0,0.00213952,0.019672547,0,16.33556895,120.6305014,0,0,0,0,0,0,0
36,"Industri pengolahan lainnya,jasa reparasi dan pemasangan mesin dan peralatan",1466.215504,337.082209,0.224535248,0,0,14.93122053,32.46666967,0,276.225565,17.24413799,0,7.085081608,570.722163,0,0,3.28E-03,0.03019126,0,25.07003294,185.1304141,0,0,0,0,0,0,0
37,Ketenagalistrikan,2279.687596,491.5942039,0,0,0,0.225618044,0.490587255,0,251.1471403,119.0557481,0,3.9801237,605.5682721,0,0,4.96153E-05,0.000456205,0,1.79771E-07,30.90395129,0,0,42.18795069,734.5334945,0,0,0
38,"Hasil Gas Alam dan Buatan,Pengadaan Uap Air/Air Panas,Udara Dingin dan Produk Es",3.735394981,0.805504458,0,0,0,0.000369688,0.000803855,0,0.411518565,0.195079468,0,0.006521654,0.992257311,0,0,8.12974E-08,7.47517E-07,0,2.94565E-10,0.050637844,0,0,0.069127305,1.203574004,0,0,0
39,"Pengadaan Air,Pengolahan Sampah Dan Daur Ulang",120.7054835,26.02905598,0,0,0,0.011946082,0.02597574,0,13.2978032,6.303794283,0,0.21074061,32.06378418,0,0,2.63E-06,2.41552E-05,0,9.51856E-09,1.636310339,0,0,2.233778433,38.89226785,0,0,0
40,Konstruksi,7214.22396,0,0,0,0,188.4709366,409.8140288,0,540.862276,197.4403033,0,5014.649467,144.917545,0,0,4.14E-02,3.81E-01,0,670.6386232,47.00824121,0,0,0,0,0,0,0
41,"Perdagangan Mobil,Sepeda Motor dan Reparasinya",149.2413029,0,0,0,0,21.23340459,46.17023312,0,14.54683419,3.36713589,0,8.944184065,1.724135612,0,0,0.004669403,0.042934416,0,4.463859347,48.74391224,0,0,0,0,0,0,0
42,Perdagangan Besar dan Eceran,961.6025791,0,0,0,0,136.8126398,297.4874541,0,93.72923586,21.69537851,0,57.62982699,11.10907784,0,0,0.030086245,0.276638201,0,28.76186805,314.0703734,0,0,0,0,0,0,0
43,Jasa Angkutan Darat,13511.96747,0,0,0,0,13463.55034,0,0,0,0,0,0,21.19352738,0,0,0,27.2235983,0,0,0,0,0,0,0,0,0,0
44,Jasa Angkutan Laut,11471.49457,0,0,0,0,11430.38902,0,0,0,0,0,0,17.99304467,0,0,0,23.11250088,0,0,0,0,0,0,0,0,0,0
45,Jasa Angkutan Sungai Danau dan Penyeberangan,32458.4643,0,0,0,0,32342.15662,0,0,0,0,0,0,50.91111664,0,0,0,65.39656017,0,0,0,0,0,0,0,0,0,0
46,Jasa Angkutan Udara,3035.798855,0,0,0,0,3024.920746,0,0,0,0,0,0,4.761651943,0,0,0.00E+00,6.116457041,0,0,0,0,0,0,0,0,0,0
47,Jasa Penunjang Angkutan,5343.343787,0,0,0,0,5324.197104,0,0,0,0,0,0,8.381037262,0,0,0,10.76564499,0,0,0,0,0,0,0,0,0,0
48,Penyediaan Akomodasi,14.1736647,0,0,0,0,1.871800507,4.070071069,0,1.619779945,0.374928257,0,0.995928721,0.162014781,0,0,0.000411625,0.003784822,0,0.494542943,4.580402033,0,0,0,0,0,0,0
49,Penyediaan Makan dan Minum,108.3938411,0,0,0,0,14.31469213,31.12608107,0,12.38735172,2.867283425,0,7.616416907,1.239016499,0,0,0.003147921,0.028944626,0,3.782042983,35.02886377,0,0,0,0,0,0,0
50,Informasi dan Komunikasi,84.93871747,0,0,0,0,57.53062345,0,0,2.691054206,0.62289465,0,1.654606345,0.762625939,0,0,0,0.1163282,0,0,21.56058467,0,0,0,0,0,0,0
51,Jasa Keuangan Perbankan,66.75856093,0,0,0,0,11.03580793,23.99642613,0,5.722091644,1.324484756,0,3.518252853,0.72209196,0,0,0.002426867,0.022314649,0,3.61667E-05,20.41462798,0,0,0,0,0,0,0
52,Lembaga keuangan lainnya,44.46536308,0,0,0,0,7.350536015,15.98311566,0,3.811269731,0.882189411,0,2.343375716,0.480958258,0,0,1.62E-03,0.014862947,0,2.40893E-05,13.59741482,0,0,0,0,0,0,0
53,Jasa Real Estate,4.435454037,0,0,0,0,0.125054287,0.271919916,0,0.704081002,0.16297267,0,0.432907257,0.093365853,0,0,2.75005E-05,0.000252863,0,0.005279325,2.639593364,0,0,0,0,0,0,0
54,Jasa Perusahaan,3.598348246,0,0.00E+00,0,0,0.218878253,0.475932153,0,0.742014961,0.171753192,0,0.456231116,0.052364012,0,0,4.81E-05,4.43E-04,0,0.000274316,1.480409533,0,0,0,0,0,0,0
55,Pemerintahan Umum,503.3685823,0,0,0,0,68.1225888,148.1267779,0,75.42574378,17.45869414,0,46.37584553,4.978095275,0,0,1.50E-02,0.13774539,0,1.989854734,140.7382561,0,0,0,0,0,0,0
56,Jasa Pendidikan,109.4687124,0,0,0,0,26.12884044,56.81494219,0,2.189258538,0.506744691,0,1.346075103,0.357884752,0,0,0.005745951,0.052833097,0,11.94844628,10.11794132,0,0,0,0,0,0,0
57,Jasa Kesehatan,166.7088378,0,0,0,0,35.96741356,78.208083,0,6.548750827,1.515830431,0,4.026527835,1.144635139,0,0,0.007909535,0.07272691,0,6.856400043,32.3605605,0,0,0,0,0,0,0
58,Jasa Lainnya,43.73122341,0,0,0,0,6.569044589,14.28382899,0,1.703309056,0.394262626,0,1.047286957,0.666485286,0,0,0.001444588,0.013282754,0,0.209735052,18.84254352,0,0,0,0,0,0,0
