17623.43983,0,0,0,269.5566333,0,0,0,26.85728731,1780.084739,0,0,0,0,0,0,0,0,0,0,158589.7429,0,0,449.1506307,280.2334407,0,0,0,0,0,0,0,9.993767283,0,0,0,0,0,0,0,0,0,0,0,0,28.24659361,0,1.705146648,0
0,881.542352,0,0,0,0,0,0,0,5.817869344,0,0,0,7.357819338,0,0,0,0,0,0,6422.187457,0,0,0,0,0,0,0,0,0,0,0,0,16.72815376,783.8389347,0,0,0,0,0,0,0,0,0,0,28.99129267,22.07226517,0,0
0,0,2043.974076,0,0,0,0,0,20.27364396,198.3122413,0,0,0,15.22002596,0,0,0,0,0,0,610.493498,0,0,0,168.8815125,0,0,0,0,0,0,0,0,660.9321301,8048.161459,0,0,1765.736809,0,0,0,0,0,0,0,8.320702271,600.2356664,213.0152366,0
0,0,9.267964362,716.8723132,0,0,0,0,0,101.578841,0,0,0,0,0,0,0,0,0,0,4918.561768,0,0,0,53.79159162,0,0,0,0,0,0,0,0,1071.530938,7323.713038,0,0,745.6868515,0,0,0,0,0,0,0,73.3814092,1300.011866,59.42903454,0
0,0,0,0,3322.080873,0,0,0,380.1982714,362.1654493,1160.211131,0,33.3744878,998.6983646,0,0,0,0,0.031433709,0.084536225,8645.493025,0.03456726,0.023699626,0,65.32865739,0,0,0,5.111139286,0,0,0,0,74.63943995,16270.0135,0,0,122.4546093,0,0,0,0,0,0,0,0,510.8239238,20.24952461,0
0,0,0,0,0,655.280432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841.7385801,0,0,0,0,0,0,0,11.67109443,0,0,0,0,0,9537.089068,0,0,0,0,0,0,0,0,0,0,0,7.795777752,0,0
0,0,0,0,0,0,43570.26791,0,0,0,0,0,0,0,0,0,0,0,0,0,286108.2311,0,0,0,13584.03457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,6278.31173,0,193.4444113,0,0,0,0,0,0,0,0,0.188469092,3.220958606,2259.026068,178.274932,632.9366329,447.7957526,2455.14208,0,0,0,1062.171128,0,0,0,0,14.1988967,1453.234438,0,0,29.16654762,0,0,0,0,0,0,0,0,116.3091632,30.98654958,55.96587264
0,0,450.2494956,871.5328951,39.84526628,0,0,90.54827201,1505.996453,33.7389518,0,0,0,47.62414089,0,0,0,0,0,0,11532.03353,20.66693562,0.331076383,0,389.3312124,0,0,0,722.3663339,0,0,0,0,2170.144076,33484.47738,0,0,2336.21824,0,0,0,0,0,0,1.291659321,0,1000.739204,0,0
168.2198641,0,290.9216365,1352.73416,1091.458809,31.59984465,847.1589664,74.47030918,0,3579.867213,0,0,0,0,0,0,0,0,0,0,13567.93832,169.0869293,0.135036277,0,58.49124102,0,0,0,23.97811222,0,0,0,0,140.8724099,16303.97228,0,0,8.676218318,0,0,0,0,0,0,0,980.8907825,171.3052555,29.34568832,0
5.410698293,2.083567819,0,5.775336045,11.92473382,46.10102265,29.35217512,78.33784794,0,43.88496021,6116.108763,2.719998054,567.1615907,151.0499315,0,5360.865637,2.982269035,279.4786106,0,0,418.5200194,8.931059397,181839.2249,117011.6926,55.67622505,237.8485861,0,20.30876836,43.38940787,0,0,49498.89591,182.606914,246.6333533,298.6486948,107.0333179,0,0,0,0,0,0,0,0,12.84848325,0,1.087974453,0,0
0,0,0,0,0,0,0,0,0,0.112224415,12.72696674,2.175230901,44.82884616,3.313785438,0,0,0,0,0,0,128.9987176,49.55257637,5933.396717,10.93992205,251.0905568,0,0,0,88.65283356,0,0,18.46349832,0,2.263052288,52.77484628,0,0,0,0,0,0,0,0,0,0,0,0.258410113,0.072713231,146.5931207
0,0,0,0,4.293807655,0,2.393597519,1.263513418,0,0,0,0,7787.408926,0,0,0,0,0,0,0,44418.56804,34.7757881,1996.142635,0,27.62296645,0,0,1272.941341,436.0797262,0,0,0,0,2967.035635,14045.39338,0,0,2001.295368,0,0,0,0,0,0,708.3672048,0,304.4911196,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,15849.97493,0,0,0,0,0,0,7164.35522,0,0,0,0.181579798,0,0,0,0,0,0,0,0,960.2596298,28257.39404,0,0,592.9523066,0,0,0,0,0,0,19.20496232,0,137.1421368,1.530650257,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,285061.7382,0,0,0,325893.5234,318752.9905,0,0,0,0,64261.59921,0,0,0,0,851.8176148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1925383.43,0,0,0,0,0,0,0,0,0,0,0,0,0,24792.41203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341.799814,0,0,0,116.8264295,89.76927982,0,0,3676.850983,1536.617858,0,6201.920072,8386.603784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.07036843,0,0,0,0,0,78.16451034,295.1053371,1051.189315,0,9.7086951,186.7108675,0,0,205652.6495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
