0,0,0,349301,0,0
1094963,0,0,33509,675568.52,0
526116,0,0,13575,27082.16,0
165480,0,0,644,20345.73,0
218631,0,0,2506,18089.41,0
90146,0,0,4190,98877.82,0
145647,0,0,812,11244.04,0
973715,0,0,3340,22533.18,0
1286941,0,0,2334,145366.25,0
13219,0,0,37190,58183.5,0
0,0,0,-27,0,0
10412,0,0,37866,0,0
192748,0,0,4274,863.39,0
0,0,0,4005,0,0
0,0,0,114416,92632.45,0
3444,0,0,6526,528241.33,0
0,0,0,79926,4688593.74,0
1046,0,0,2383,32311.18,0
141180,0,47563,-10583,167244.71,0
192,0,0,-648,15341.87,0
0,0,51524,206504,1747.5,0
5788,0,48988,3871,114490.55,0
1192264,0,0,378,82961.49,0
0,0,0,-31,0,0
14868,0,0,22,1.73,0
0,0,0,-4108,18.02,0
50726,0,0,3134,29033.95,0
2137252,0,0,71002,3357344.47,0
577658,0,0,31566,83259.74,0
1078517,0,0,5745,27285.5,0
1072072,0,0,2277,99689.99,0
0,0,0,283,0,0
0,0,0,-7527,0,0
0,0,0,2246846,6001016.31,0
0,0,0,0,0,0
45744,0,0,520,865.61,0
0,0,0,-12151,109.39,0
760467,0,0,1028,282.01,0
13384,0,0,55,0,0
1164,0,0,481,1530.11,0
756052,0,0,2930,2363828.25,0
437648,0,0,65797,1494422.16,0
5878931,0,0,931156,6092317.75,0
1389256,0,0,13353,2706830.1,0
751221,0,0,4990,187235.71,0
109715,0,0,-1182,450.03,0
164557,0,0,10438,35063.98,0
26057,0,0,7096,78768,0
276653,0,0,3809,702174.4,0
258828,0,0,2065,57552.38,0
194985,0,0,-102114,39702.24,0
0,0,0,-47923,117714.31,0
167492,0,0,9501,0.67,0
0,0,0,-71490,3.55,0
276,0,0,-281,0,0
1075,0,0,309,34.89,0
458,0,0,-304,0,0
125460,0,0,-149,17804.78,0
6438,0,0,-20097,0,0
79233,0,0,-4244,55.26,0
47215,0,0,-1687,0,0
19818,0,0,-19579,4784.52,0
0,0,0,-61305,165916.55,0
0,0,0,-15854,1114730.99,0
0,0,0,-26386,206857.17,0
526523,0,86496,-98006,76856.44,0
68150,0,175631,-28679,5.93,0
0,0,0,497,4547.8,0
0,0,90903,-43904,30.86,0
0,0,0,-73447,73447.4,0
434632,0,0,-52183,967384.39,0
98189,0,0,-49692,296.37,0
265,0,0,-2275,0,0
0,0,0,-108502,3005350.71,0
898,0,351709,-234448,258163.36,0
0,0,0,-10506,515.13,0
0,0,0,-43141,75970.44,0
0,0,0,-12560,76.67,0
10197,0,108155,-43564,16.01,0
0,0,0,6598,2657.86,0
0,0,0,233526,13080.41,0
154447,0,2886,-157332,270.4,0
0,0,0,-8938,10453.18,0
0,0,0,105073,17248.01,0
1219111,0,0,35765,0,0
140368,0,0,0,0,0
0,0,8098198,0,0,0
0,0,160649,0,0,0
0,0,5843556,0,0,0
0,0,314629,0,0,0
0,0,917187,0,0,0
6813792,0,1011025,0,3180576.05,0
119335,0,0,0,0,0
2672844,0,0,0,0,39828.41
104830,0,0,0,0,43631.01
2699290,0,129034,0,427089.56,643106.62
428141,0,46309,0,156174.16,255393.38
675304,0,33822,0,120777.45,233765.39
127644,0,13739,0,53448.9,42816.83
686000,0,0,0,0,144575.71
1272248,0,0,0,0,24373.87
283326,0,0,0,0,3166.27
54851,0,0,0,0,4118.81
1821725,0,0,0,0,0
32971,0,0,0,0,78312.16
0,21479370,0,0,0,0
322068,0,0,0,0,631.15
240816,0,0,0,0,0
14837,0,0,0,0,0
80115,0,0,0,0,30408.5
216165,0,0,0,0,3322.35
0,0,0,0,0,0
