326473,0,0,0,0,0,0,0,0,0,0,0,10474,0,1033,226,3324,587,0,0,0,0,0,1879750,0,0,0,0,0,0,0,0,574,0,0,0,0,0,0,0,0,1325,0,443,0,0,440,1231,0,0,0,0,0,0,0,0,0,0,0,0,106,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8466,399
0,59322,0,0,0,0,0,0,0,0,0,0,4576,2547,22186,0,1632,164,0,0,0,63,2680,0,0,157,3204,0,0,0,9029,0,131221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,7023,0,0,0,0,0,0,0,0,0,0,0,1229,3248,5402,548
0,0,75749,0,0,0,0,0,0,0,0,0,4361,1235,3380,0,86,0,0,0,0,1121,0,0,0,9539,871,0,0,0,0,0,136249,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,362,0,0,927,53112,0,0,0,0,0,0,0,0,0,0,0,0,13011,16827,3776
0,0,0,27186,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,3084,0,0,0,16253,0,0,56036,0,0,30121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,80,5390,0,0,0,0,0,0,0,0,0,0,0,0,3421,325,472
0,0,0,0,5089,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,99,11,0,0,0,87,0,130014,8839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
0,0,0,0,0,10565,0,0,0,0,0,0,0,0,94,2497,0,0,0,36,0,15936,399,0,0,157,2636,2099,0,32,0,0,1307,0,0,0,0,0,0,0,0,0,5,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874,0,0,2184,43488,0,0,0,0,0,0,0,0,0,0,0,2026,59143,1746,8679
0,0,0,0,0,118,7242,0,0,0,0,0,355,0,0,0,0,0,0,0,0,18145,0,0,6133,0,12709,0,9,2299,0,0,27775,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,189,0,0,0,0,7251,32982,0,0,0,0,0,0,0,0,0,0,0,29239,84718,10742,6720
217,0,0,318,0,16,0,13458,0,251,0,158,528,586,0,36,0,0,0,0,0,0,333,0,172,237,9584,2568,20367,3601,432,1257,48880,0,5916,0,0,0,0,0,0,0,0,5150,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,1041,0,0,17,0,0,100,10927,4867,0,0,0,0,0,0,0,0,0,3015,0,3290,0,45950
0,0,0,0,0,0,0,0,6,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1928,0,0,0,0,0,0,0,0,0,0,0,987,4573,0,2239,10,1701,0,7197,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,35,8,0,20,0,0,10,3363,0,0,0,0,0,0,0,0,0,0,0,0,282,65,39
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
