0,0,0,-1341,531967
210650,0,0,-122,406371
381076,0,0,-199,442195
150576,0,0,-10,182871
1322,0,0,15,29619
254661,0,0,-91,136132
467648,0,20,18,219969
311670,0,5192,-758,242468
0,0,0,2,0
53898,0,766,-36,29208
120,0,0,-1,2959
4551,0,6829,-7,39905
51079,0,13846,13108,51716
2832,0,40,91,5795
299402,0,20356,29679,458651
282171,0,0,467,133666
6332,0,0,-45,645
105005,0,0,-10239,128428
11043,0,0,244,2921
159174,0,0,16639,126836
35563,0,6751,54641,142748
117920,0,0,-23,67292
17367,0,0,714,35041
1364924,0,0,27700,440019
338563,0,0,4618,1187703
4921,0,0,-132,12987
332530,0,0,-2,234134
88793,0,0,185,21507
121159,0,0,-94,173143
41727,0,0,-5,37997
10944,0,0,-60,32151
321188,0,0,-16,443546
903928,0,0,-477,2426851
130371,0,0,38,142194
48642,0,446,-111,407748
3965,0,0,-2240,12663
6224,0,0,-596,20361
354450,0,0,-8805,757280
75691,0,0,-399,275354
0,0,0,-15,14720
17627,0,0,-273,228296
1674,0,523,335,9639
15,0,0,3,18
5197,0,0,80,51926
0,0,0,34,2263
14308,0,3821,72,149843
128,0,19,0,10692
5397,0,166,12,125346
1,0,0,1,101515
21221,0,17937,-94,176167
64203,0,12907,2007,240929
26798,0,240923,13609,286396
365538,0,5468,-274,839722
9381,0,0,-2,22734
12821,0,4674,172,75848
174,0,0,23,0
394961,0,0,57,0
101201,0,0,9583,0
0,0,10507629,-2,0
0,0,3005587,1,0
2293119,309,102242,38865,1832890
387015,8,2604,990,46681
112449,0,44,14,934
1443647,67,22194,8436,418925
846292,3,884,335,17932
357785,6,2048,775,42888
429229,0,0,2,0
4509880,0,0,3,0
3151411,0,23020,0,0
940929,0,0,3,0
110684,0,0,0,0
36413,0,0,2,0
1998,0,0,2,0
2005260,0,0,-1,0
17173,0,0,-2,0
3222,0,0,-1,0
2485,0,0,0,0
15245,0,0,-4,0
496666,5561528,0,1,0
3480410,2543843,0,-1,0
1443260,726346,0,-3,0
28093,0,0,1,0
840791,134457,0,3,0
