55,1,0,0,0,20,1,0,0,0,0,0,0,746,1197,0,26790,657,632,1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,33,0,0,0,0,0,0,49,0,0,0,0,43,0,0,464,55,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24,0,8301,0,0,7,0,0,0,0,0,0,1102,0,440,0,5752,1048,0,6483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,27,0,0,281,0,0,0,0,5255,0,13614,25,2247,1956,778,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,929,0,4171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3814,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,186,0,0,0,0,8934,0,0,276,902,617,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,418408,0,0,43832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,7,0,0,27,761,0,6558,3,0,0,0,0,0,8,0,0,0,0,0,236639,378818,88492,0,0,0,0,98,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,4840,0,0,0,0
3,4,0,2,0,1,3,0,376,1029,0,312,5,109,198,31,161,212,524,31,46,0,125,589,66,37,21,12,315,409,75,244,375,431,96,160,51,2,107,304,27,3118,16,0,1909,4588,15943,1099,6732,100,23959,12181,58,239,414,259,4520,1304,1563,1456,1368,336,96,4003,200,17690,1044,299,324,17,815,12
0,0,0,0,0,19,0,0,415,0,0,0,0,3107,47,0,5943,4170,1573,198,2369,0,0,0,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3851,0,0,0,0,789,234582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,16793,4694989,6787,41768,25984,38298,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23763,0,0,0,0,0,0,6320,2122402,0,0,0,0,0,0,0,0,0,0,0,755,0,1685,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51785,0,28968,2464,1489,20748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1209924,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0
0,0,0,0,0,56,0,0,5807,0,0,0,0,1318,141,22,632276,177533,60479,129107,81,0,4145,5,985,450,0,0,0,10,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14324,0,10196,6290,0,0,0,148,2614006,0,0,0,0,0,0,0,5639,0,0,0,455,0,0,0
0,0,0,0,0,33,0,0,570,0,0,0,0,190,0,20726,17148,10831,12766,0,8220,0,0,0,0,0,0,0,2597,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12426,0,0,0,0,0,0,34,489016,0,18,0,0,0,0,0,0,0,6971,0,395,0,0,0
0,0,0,0,0,0,0,0,7930,0,0,0,0,644,259,1,44293,4702,37359,19650,2634,0,1274,0,303,0,0,0,27381,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,2521,0,3134,0,0,31,0,0,923860,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0
0,0,0,0,0,493,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12717,0,0,0,0,0,0,15692
0,0,0,0,0,0,0,0,598,0,0,0,0,0,0,0,967,0,17,0,2289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7676,0,0,13,7,50,0,18,197747,0,0,0,0,0,0,0,5212,0,220,0,244,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
