ID,Sektor,Total_Kons,HCOAL,BCOAL,COKE,CRUDE,DIESEL,GASOLINE,JETFUEL,LFO,HFO,NAPHTA,OTHPETRO,NATGAS,OTHGAS,WASTE,BIOGASOL,BIODIESEL,BIOGAS,OTHRENEW,ELECTR,HEATPROD,NUCLEAR,HYDRO,GEOTHERM,SOLAR,WIND,OTHSOURC
1,Tanaman Pangan,0.282135,0,0,0,0,0.04918,0.106938,0,0.124158,0,0,0,0,0,0,1.08E-05,9.94E-05,0,0,0.00175,0,0,0,0,0,0,0
2,Tanaman Hortikultura Semusim,0.370368,0,0,0,0,0.06456,0.140381,0,0.162986,0,0,0,0,0,0,1.42E-05,0.000131,0,0,0.002297,0,0,0,0,0,0,0
3,Perkebunan Semusim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Tanaman Hortikultura Tahunan dan Lainnya,8.589802,0,0,0,0,1.497317,3.255788,0,3.780069,0,0,0,0,0,0,3.29E-04,0.003028,0,0,0.053272,0,0,0,0,0,0,0
5,Perkebunan Tahunan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Peternakan,0.843926,0,0,0,0,0.147108,0.319873,0,0.371382,0,0,0,0,0,0,3.24E-05,0.000297,0,0,0.005234,0,0,0,0,0,0,0
7,Jasa Pertanian dan Perburuan,0.133122,0,0,0,0,0.023205,0.050457,0,0.058582,0,0,0,0,0,0,5.10E-06,4.69E-05,0,0,0.000826,0,0,0,0,0,0,0
8,Kehutanan dan Penebangan Kayu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Perikanan,6.942011,0,0,0,0,1.210085,2.631226,0,3.054934,0,0,0,0,0,0,0.000266,0.002447,0,0,0.043053,0,0,0,0,0,0,0
10,Pertambangan Minyak & Gas Bumi,545.8838,314.4693,0.037559,0,0,1.147088,2.494245,0,44.77462,2.177433,0,0.601074,179.6925,0,0,2.52E-04,0.002319,0,0,0.487391,0,0,0,0,0,0,0
11,Pertambangan Lainnya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0
12,Jasa Pertambangan dan Penggalian Lainnya,81.60483,47.0104,0.005615,0,0,0.17148,0.372868,0,6.693412,0.325507,0,0.089855,26.86245,0,0,3.77E-05,0.000347,0,0,0.072861,0,0,0,0,0,0,0
13,Industri Batubara dan Pengilangan Migas,56.53391,0.035287,0,0,54.67366,0.00271,0.005894,0,0.028464,0.713498,0,0.399828,0.674566,0,0,5.96E-07,5.48E-06,0,0,0,0,0,0,0,0,0,0
14,"Industri Pengolahan dan pengawetan hewan,ikan,sayur-sayuran dan buah-buahan  ",307.8583,33.50997,0.022321,0,0,1.758718,3.824183,0,22.07037,2.586805,0,6.984838,35.20562,0,0,0.000387,0.003556,0,190.4715,11.41997,0,0,0,0,0,0,0
15,Industri minyak dari nabati dan hewani,2192.342,238.6335,0.158957,0,0,12.5243,27.23304,0,157.1691,18.42134,0,49.74091,250.7087,0,0,0.002754,0.025324,0,1356.399,81.32468,0,0,0,0,0,0,0
16,Industri Makanan dan Minuman Terbuat dari Susu,472.0253,51.37934,0.034225,0,0,2.696564,5.863448,0,33.83951,3.966233,0,10.70954,53.97919,0,0,0.000593,0.005453,0,292.0415,17.50973,0,0,0,0,0,0,0
17,Industri tepung,1408.856,153.3521,0.10215,0,0,8.048443,17.50066,0,101.0009,11.83803,0,31.9648,161.1119,0,0,0.00177,0.016274,0,871.6572,52.26135,0,0,0,0,0,0,0
18,"Industri roti,biskuit,mie dan sejenisnya",635.4124,69.16381,0.046071,0,0,3.629954,7.893026,0,45.55274,5.339107,0,14.41654,72.66358,0,0,7.98E-04,0.00734,0,393.1289,23.57056,0,0,0,0,0,0,0
19,Industri makanan lainnya,274.5494,29.88434,0.019906,0,0,1.568433,3.410423,0,19.68246,2.306925,0,6.229109,31.39652,0,0,0.000345,0.003171,0,169.8634,10.18438,0,0,0,0,0,0,0
20,Makanan hewan yang diolah,246.3953,26.81981,0.017865,0,0,1.407595,3.060696,0,17.66409,2.070357,0,5.590335,28.17692,0,0,3.10E-04,2.85E-03,0,152.4445,9.140007,0,0,0,0,0,0,0
