164804.337,0,0,0,2520.74,0,0,0,251.154,16646.335,0,0,0,0,0,0,0,0,0,0,1483040.638,0,0,4200.2,2620.583,0,0,0,0,0,0,0,93.456,0,0,0,0,0,0,0,0,0,0,0,0,264.146,0,15.946,0
0,8243.68,0,0,0,0,0,0,0,54.405,0,0,0,68.806,0,0,0,0,0,0,60056.627,0,0,0,0,0,0,0,0,0,0,0,0,156.432,7330.014,0,0,0,0,0,0,0,0,0,0,271.11,206.407,0,0
0,0,19114.077,0,0,0,0,0,189.588,1854.503,0,0,0,142.329,0,0,0,0,0,0,5708.986,0,0,0,1579.283,0,0,0,0,0,0,0,0,6180.66,75261.806,0,0,16512.161,0,0,0,0,0,0,0,77.81,5613.061,1991.997,0
0,0,86.669,6703.78,0,0,0,0,0,949.907,0,0,0,0,0,0,0,0,0,0,45995.579,0,0,0,503.028,0,0,0,0,0,0,0,0,10020.345,68487.179,0,0,6973.237,0,0,0,0,0,0,0,686.221,12156.968,555.746,0
0,0,0,0,31066.202,0,0,0,3555.397,3386.764,10849.631,0,312.099,9339.256,0,0,0,0,0.294,0.791,80847.71,0.323,0.222,0,610.916,0,0,0,47.796,0,0,0,0,697.985,152147.868,0,0,1145.126,0,0,0,0,0,0,0,0,4776.933,189.362,0
0,0,0,0,0,6127.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7871.458,0,0,0,0,0,0,0,109.141,0,0,0,0,0,89185.406,0,0,0,0,0,0,0,0,0,0,0,72.902,0,0
0,0,0,0,0,0,407444.244,0,0,0,0,0,0,0,0,0,0,0,0,0,2675520.661,0,0,0,127030.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,58711.183,0,1808.982,0,0,0,0,0,0,0,0,1.762,30.121,21125.121,1667.125,5918.862,4187.53,22959.086,0,0,0,9932.817,0,0,0,0,132.78,13589.818,0,0,272.749,0,0,0,0,0,0,0,0,1087.657,289.769,523.361
0,0,4210.476,8150.078,372.61,0,0,846.756,14083.218,315.507,0,0,0,445.354,0,0,0,0,0,0,107840.987,193.265,3.096,0,3640.803,0,0,0,6755.157,0,0,0,0,20293.947,313127.695,0,0,21846.978,0,0,0,0,0,0,12.079,0,9358.341,0,0
1573.096,0,2720.533,12649.997,10206.699,295.504,7922.146,696.404,0,33476.872,0,0,0,0,0,0,0,0,0,0,126879.605,1581.204,1.263,0,546.977,0,0,0,224.23,0,0,0,0,1317.358,152465.431,0,0,81.135,0,0,0,0,0,0,0,9172.73,1601.949,274.424,0
50.598,19.484,0,54.008,111.513,431.11,274.485,732.571,0,410.387,57194.354,25.436,5303.771,1412.533,0,50131.752,27.888,2613.524,0,0,3913.76,83.518,1700456.507,1094226.475,520.652,2224.224,0,189.916,405.753,0,0,462885.385,1707.635,2306.374,2792.792,1000.914,0,0,0,0,0,0,0,0,120.152,0,10.174,0,0
0,0,0,0,0,0,0,0,0,1.049,119.015,20.342,419.214,30.989,0,0,0,0,0,0,1206.322,463.387,55485.735,102.304,2348.055,0,0,0,829.031,0,0,172.66,0,21.163,493.52,0,0,0,0,0,0,0,0,0,0,0,2.417,0.68,1370.855
0,0,0,0,40.153,0,22.384,11.816,0,0,0,0,72823.398,0,0,0,0,0,0,0,415377.062,325.203,18666.785,0,258.314,0,0,11903.82,4077.968,0,0,0,0,27746.022,131344.492,0,0,18714.971,0,0,0,0,0,0,6624.245,0,2847.427,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,148219.907,0,0,0,0,0,0,66996.955,0,0,0,1.698,0,0,0,0,0,0,0,0,8979.799,264246.999,0,0,5544.951,0,0,0,0,0,0,179.594,0,1282.475,14.314,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2665734.457,0,0,0,3047569.977,2980795.794,0,0,0,0,600937.749,0,0,0,0,7965.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18005085.44,0,0,0,0,0,0,0,0,0,0,0,0,0,231844.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12547.745,0,0,0,1092.494,839.471,0,0,34383.809,14369.572,0,57996.812,78426.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
