125807.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,238.00,5.00,652.00,221.00,878.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1252284.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,0.00,0.00,0.00,2382.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,606.00
0.00,211033.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14574.00,59.00,11011.00,14188.00,1626.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82943.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,667.00,67188.00,0.00,0.00,0.00,0.00,5963.00,690.00
0.00,0.00,971.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,29.00,10.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29948.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,233.00,0.00,0.00,0.00,0.00,0.00,5.00
0.00,0.00,0.00,5471.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,189.00,4.00,85.00,29.00,67.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4238.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.00,0.00,0.00,581.00,14258.00,0.00,0.00,0.00,0.00,3755.00,850.00
0.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,191.00,0.00,0.00,0.00,0.00,28.00,0.00
0.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,440.00,0.00,0.00,0.00,0.00,63.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,16188.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17829.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39556.00,0.00,0.00,0.00,0.00,236.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,640.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,18.00,6.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,512.00,3897.00,0.00,0.00,0.00,0.00,7407.00,270.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,674.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,5.00,2.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1130.00,0.00,0.00,0.00,20.00,0.00,7.00,0.00,377.00,0.00,97.00,0.00,34.00,490.00,0.00,1496.00,3620.00,0.00,0.00,0.00,0.00,10521.00,922.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11560.00,0.00,0.00,0.00,0.00,1765.00,34.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,93780.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,399.00,0.00,0.00,0.00,0.00,0.00,0.00
