0.00,0.00,0.00,70755.00,422647.00
186640.00,0.00,0.00,129874.00,2241955.00
253.00,0.00,0.00,1172.00,0.00
75175.00,0.00,0.00,-23791.00,7339.00
5912.00,0.00,0.00,10.00,10.00
15748.00,0.00,0.00,118.00,5.00
188296.00,0.00,0.00,17259.00,165511.00
59597.00,0.00,1793.00,1125.00,7.00
73893.00,0.00,4673.00,1966.00,129.00
0.00,0.00,0.00,4811.00,0.00
61785.00,0.00,118903.00,1718.00,10368.00
4.00,0.00,59687.00,-24442.00,37760.00
0.00,0.00,53658.00,-8595.00,47174.00
31027.00,0.00,18668.00,-23549.00,25.00
0.00,0.00,121881.00,36142.00,176570.00
187.00,0.00,1565.00,-873.00,8852.00
0.00,0.00,27334.00,32014.00,25856.00
60334.00,0.00,19532.00,-13622.00,4855.00
0.00,0.00,0.00,0.00,97.00
27795.00,0.00,0.00,-4103.00,14720.00
625405.00,0.00,0.00,88948.00,366845.00
13373.00,0.00,36.00,2755.00,32226.00
9150.00,0.00,0.00,-2630.00,15860.00
21467.00,0.00,21837.00,8555.00,127869.00
20671.00,0.00,22802.00,-13859.00,172491.00
342680.00,0.00,5182.00,29811.00,15848.00
0.00,0.00,49631.00,14765.00,31929.00
0.00,0.00,0.00,0.00,0.00
258352.00,0.00,0.00,291.00,8.00
0.00,0.00,0.00,7338.00,64031.00
835008.00,127757.00,0.00,202151.00,251480.00
58489.00,0.00,0.00,177994.00,409374.00
607215.00,0.00,0.00,-92445.00,32316.00
6974.00,0.00,9.00,-3390.00,3436.00
32953.00,0.00,3023.00,-4492.00,1405.00
26322.00,0.00,11832.00,-11847.00,1081.00
14612.00,0.00,3936.00,-6108.00,134.00
35000.00,0.00,167830.00,5153.00,37.00
61304.00,0.00,37368.00,-10115.00,382.00
91519.00,2387.00,0.00,-380.00,0.00
0.00,0.00,4280554.00,92016.00,5428.00
330758.00,0.00,37617.00,2701.00,65255.00
1062610.00,21384.00,253269.00,18184.00,438071.00
653956.00,2120.00,53420.00,-1646.00,106462.00
74000.00,410.00,10326.00,-318.00,23665.00
265441.00,178.00,4481.00,-138.00,199351.00
34402.00,111.00,2784.00,-86.00,11342.00
122537.00,0.00,0.00,0.00,48919.00
723357.00,0.00,0.00,0.00,8513.00
335232.00,7877.00,66335.00,4137.00,17385.00
296099.00,20634.00,0.00,0.00,3993.00
408013.00,0.00,1176.00,0.00,46179.00
32368.00,3012045.00,20761.00,0.00,1343.00
740122.00,1861410.00,0.00,0.00,9457.00
299635.00,138070.00,0.00,0.00,1432.00
