369351,0,0,0,0,0,1605,212,4579,0,0,0,0,0,0,0,0,0,0,5034234,127,0,0,0,0,0,54,0,0,1084,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7693,0,0,0,0,536,2377,1174,0,0,0,9560,0,0,0,0,0,51318,0,82966,61,0,0,0,0,0,0,0,0,0,0,0,0,0,423,2432,0,0,0,0,0,0,0,0,58,0,308,0,0
46,0,13986,101,136,0,64,415,1972,0,0,0,490,0,0,0,0,103,560,0,189303,185,0,0,0,0,300,0,0,0,0,0,0,0,3,1001,28303,11,4,2400,0,0,0,0,0,635,0,1577,114,0
0,0,0,21841,0,0,0,84,1425,0,0,0,52,0,0,0,0,4,0,0,20211,1291,0,0,0,0,211,0,0,0,0,0,0,0,767,8837,79388,0,0,0,0,0,0,0,0,3276,534,19789,0,0
0,0,0,0,195866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114,0,0,0,295,0,1467986,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,52979,0,0,0,0,0,0,0,0,0,0,0,0,3167157,0,825,0,0,0,0,0,5543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159171,6440,2545,2092,6645,38921,44747,1533,4633,2106,3391,0,1405,0,0,0,0,0,468759,0,163112,7714,4676,13,0,0,5062,0,0,9,8,0,0,0,142,177,17378,0,0,285,0,0,0,0,0,49,0,316,0,688
0,77,60,6963,0,0,490,3452,334,0,0,0,37,0,0,0,0,0,0,0,82535,0,0,0,0,0,89,0,0,0,2,0,0,0,0,15247,157935,0,0,483,0,0,0,4,0,358,0,4308,0,0
31547,1482,963,4276,353,4775,2183,0,299,0,0,0,0,0,0,0,0,0,0,0,86796,18,9,0,0,0,15,0,0,0,0,0,0,0,0,172,804,134,0,229,0,0,0,0,0,39,0,181,0,0
86,7,44,2,274,36,195,0,74,2754,11,20,48,0,3125,2,412,55,0,0,972,1,6,120223,9167,987,120,0,1,730,8,0,0,122542,86,75,142,68,0,0,0,0,0,70,0,0,15,4,45,0
0,0,6,0,183,0,0,0,0,908,54,1521,512,0,0,0,0,0,0,0,307,0,75,11422,110038,39,1663,0,0,0,16,0,0,780,0,60,2059,0,0,0,0,0,0,6,0,0,0,0,1445,0
0,0,0,0,0,0,30,0,0,0,0,38033,0,0,0,0,0,28442,69,0,1961,0,0,0,0,0,25,0,0,0,20,0,0,0,0,4457,93709,0,51,988,0,0,0,799,0,271,0,2897,0,0
0,0,0,0,0,0,0,0,0,0,0,0,34377,0,0,0,0,1794,36,0,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,114842,0,0,259,0,0,0,6,0,54,0,129,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,76533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1440951,941,0,0,0,0,1017,0,133,1079,29,105,163,0,60,119780,63,173843,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,64266,5087,0,0,0,535,0,0,0,0,0,36850,0,21371,97045,5362,35933,0,76,0,0,0,0,0,0,0,0,0,0,0,0,3155,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,130379,24,0,0,704912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,2956,0,0,15675,0,0,0,0,0,81,0,0,0,0,0,0,0,0,2586,15235,0,0,5791,0,0,0,0,0,106,0,245,0,0
0,0,0,0,0,0,0,11,3791,0,0,0,3,0,0,0,0,151,4005086,0,76203,3,0,223,0,0,3343,0,0,0,0,0,0,0,809,2116,48181,0,47,2518,0,0,0,0,0,61,0,181,4,0
0,0,0,0,0,0,40,3814,1071,0,0,0,9510,0,0,0,0,0,0,269357,70655,80,0,0,0,0,363,0,0,41,0,0,0,0,0,19441,314461,0,748,22650,0,0,0,0,0,3157,0,31066,0,0
0,0,572,0,0,0,1355,131435,26816,0,0,18919,66415,0,0,0,0,431,406,0,168254,1920,1077,3097,61,229,826,0,18,0,6,0,0,0,1412,23118,129324,739,837,33363,205,112,48,506,0,8548,0,5738,38,0
