ID,Sektor,Total_Kons,HCOAL,BCOAL,COKE,CRUDE,DIESEL,GASOLINE,JETFUEL,LFO,HFO,NAPHTA,OTHPETRO,NATGAS,OTHGAS,WASTE,BIOGASOL,BIODIESEL,BIOGAS,OTHRENEW,ELECTR,HEATPROD,NUCLEAR,HYDRO,GEOTHERM,SOLAR,WIND,OTHSOURC
14,Penambangan Minyak Bumi,110.0045564,63.37073426,0.007568692,0,0,0.231157016,0.502631279,0,9.022821819,0.438788556,0,0.121126322,36.21099287,0,0,5.08E-05,0.000467405,0,0,0.098217328,0,0,0,0,0,0,0
15,Penambangan Batubara,3554.36783,2047.577906,0.244552743,0,0,7.468936624,16.24056771,0,291.5372659,14.17773936,0,3.913724275,1170.016883,0,0,0.001642482,0.015102356,0,0,3.173509564,0,0,0,0,0,0,0
16,Penambangan Non Migas Lainnya,147.6514189,85.05810249,0.010158926,0,0,0.310265888,0.674646796,0,12.11070239,0.588955177,0,0.162579387,48.60348201,0,0,6.82301E-05,0.000627365,0,0,0.131830247,0,0,0,0,0,0,0
17,Penggalian,137.1518854,79.00959712,0.009436522,0,0,0.288202794,0.626672474,0,11.24950697,0.54707441,0,0.151018321,45.14727486,0,0,6.33782E-05,0.000582752,0,0,0.122455762,0,0,0,0,0,0,0
18,Ikan Kering dan Asin,15.87204151,1.727651064,0.001150813,0,0,0.090673046,0.197160829,0,1.137867334,0.133366188,0,0.360112568,1.815072189,0,0,1.99E-05,0.000183343,0,9.820012478,0.588771714,0,0,0,0,0,0,0
19,Industri Minyak Makan,1634.32491,177.8941397,0.118497814,0,0,9.336493807,20.30141204,0,117.1648226,13.73255503,0,37.08035537,186.8957872,0,0,0.002053173,0.018878598,0,1011.154803,60.62511099,0,0,0,0,0,0,0
20,Beras,453.7025323,49.38493024,0.032896004,0,0,2.591890301,5.63584511,0,32.52595393,3.812274386,0,10.29382287,51.88386436,0,0,5.70E-04,5.24E-03,0,280.7051964,16.83004782,0,0,0,0,0,0,0
21,Industri Pengolahan dan Pengawetan Makanan,457.0926578,49.75394099,0.033141807,0,0,2.61125725,5.677956892,0,32.76899217,3.840760206,0,10.37073968,52.27154748,0,0,0.000574237,0.00528002,0,282.8026629,16.95580417,0,0,0,0,0,0,0
22,Industri Minuman dan Pengolahan Tembakau,17.80624966,1.938187105,0.001291054,0,0,0.101722698,0.221187359,0,1.276530799,0.149618538,0,0.403996819,2.036261596,0,0,2.24E-05,0.000205686,0,11.01670468,0.660520962,0,0,0,0,0,0,0
23,"Industri Tekstil, Pakaian Jadi, dan Kulit",139.5791896,32.08918569,0.021375062,0,0,1.4214061,3.090726724,0,26.29582105,1.641588702,0,0.674477897,54.33098803,0,0,0.000312579,0.002874115,0,2.386589742,17.6238439,0,0,0,0,0,0,0
24,Industri Kayu Lapis dan Penggergajian Kayu,641.8470817,0.685113581,0.138548354,0,0,23.98717017,52.15806225,0,51.69628318,2.348736925,0,7.615292648,294.3165209,0,0,5.27E-03,4.85E-02,0,113.3774106,9.55E+01,0,0,0,0,0,0,0
25,"Industri Barang dari Kayu, Bambu dan Rotan",150.330551,0.160464237,0.032450175,0,0,5.618167647,12.21622792,0,12.10807209,0.550110651,0,1.783619763,68.93349837,0,0,1.24E-03,1.14E-02,0,26.55474971,22.36059491,0,0,0,0,0,0,0
26,"Industri Kertas, Percetakan dan Penerbitan",109.9346734,27.79877261,0.01883695,0,0,0.678226989,1.474746927,0,8.837329397,0.401509753,0,1.301812151,51.25707587,0,0,1.49E-04,0.00137139,0,1.5381116,16.62673065,0,0,0,0,0,0,0
27,Industri Kimia,146.622243,8.566942926,0.005706562,0,0,0.118109411,0.256818872,0,7.117482136,2.676273742,37.50965657,1.777630309,66.47485522,0,0,2.60E-05,0.00023882,0,18.77422162,3.344280807,0,0,0,0,0,0,0
28,Industri Pengilangan Minyak Bumi ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Industri Karet dan Plastik,1412.947475,16.29150315,0.010852002,0,0,48.53737694,105.5403997,0,139.2147308,6.324995893,0,138.9370808,721.3907314,0,0,1.07E-02,0.098143656,0,2.586818683,234.0041678,0,0,0,0,0,0,0
30,Industri Galian Bukan Logam,2729.976781,1485.265941,9.691205398,0,0,9.896448144,21.51898514,0,288.2254117,92.49560184,0,60.64836032,575.0462139,0,0,2.18E-03,0.020010838,0,6.33E-01,186.5330463,0,0,0,0,0,0,0
31,"Industri Logam, Mesin, Alat-alat Angkutan dan Industri Pengolahan Lainya",43.4555454,21.01968765,0.012130688,0,0,0.182250425,0.396288054,0,3.476250962,4.228134246,0,1.00613719,9.917209891,0,0,4.01E-05,0.000368514,0,0.000110823,3.216936878,0,0,0,0,0,0,0
32,Listrik,749.4323399,161.6083691,0,0,0,0.074170452,0.161277341,0,82.56297459,39.13879605,0,1.308439553,199.0765963,0,0,1.63E-05,0.000149974,0,5.90985E-08,10.15947122,0,0,13.86901199,241.473067,0,0,0
33,Air Minum,81.95812898,17.67353616,0,0,0,0.008111301,0.017637335,0,9.029109847,4.280229613,0,0.143091313,21.77107189,0,0,1.78E-06,1.64012E-05,0,6.46E-09,1.111042597,0,0,1.516719006,26.40756171,0,0,0
34,Bangunan,2095.543183,0,0,0,0,54.74587269,119.0402459,0,157.1063307,57.35123887,0,1456.62438,42.09475269,0,0,1.20E-02,1.11E-01,0,1.95E+02,13.65466334,0,0,0,0,0,0,0
35,Perdagangan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Jasa Akomodasi,25.49633225,0,0,0,0,3.367093029,7.321457538,0,2.913745211,0.674440634,0,1.791528874,0.291440694,0,0,7.40E-04,0.006808337,0,0.889609811,8.239467669,0,0,0,0,0,0,0
37,Restoran/Rumah Makan,115.0655081,0,0,0,0,15.19576488,33.04189886,0,13.14979621,3.04376541,0,8.085209202,1.315278262,0,0,0.003341676,0.030726175,0,4.014828639,37.18489877,0,0,0,0,0,0,0
38,Angkutan Jalan,10785.07549,0,0,0,0,10746.42957,0,0,0,0,0,0,16.91639601,0,0,0,21.72951966,0,0,0,0,0,0,0,0,0,0
39,Angkutan Sungai,1012.971191,0,0,0,0,0,0,0,861.6495924,150.9490376,0,0.372560607,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0
40,Angkutan Laut,8747.163655,0,0,0,0,0,0,0,7440.478139,1303.468398,0,3.217118744,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0
41,Angkutan Udara,2315.333315,0,0,0,0,0,0,2315.333315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Jasa Penunjang Angkutan dan Pergudangan,2915.343113,0,0,0,0,2705.719469,0,0,9.556036789,2.211922814,0,5.875570645,6.371694074,0,0,0,5.471024958,0,0,180.1373944,0,0,0,0,0,0,0
43,Komunikasi,77.54612608,0,0,0,0,52.52347943,0,0,2.456839884,0.56868138,0,1.510598653,0.696251238,0,0,0,0.106203644,0,0,19.68407185,0,0,0,0,0,0,0
44,"Lembaga Keuangan, Usaha Persewaan dan Jasa Perusahaan",139.8217371,0,0,0,0,23.1138271,50.259052,0,11.9845722,2.774052597,0,7.368766171,1.5123776,0,0,0.005082924,0.046736673,0,7.5749E-05,42.75719409,0,0,0,0,0,0,0
45,Jasa Pemerintah dan Pertahanan,580.9138453,0,0,0,0,78.61705399,170.9461002,0,87.04527933,20.1482522,0,53.52016734,5.744984034,0,0,0.017288549,0.158965432,0,2.30E+00,162.4193571,0,0,0,0,0,0,0
46,Jasa Hiburan dan Rekreasi,14.61122224,0,0,0,0,0.888763005,1.932539595,0,3.012978389,0.697410002,0,1.852542824,0.21262595,0,0,1.95E-04,0.001797099,0,1.11E-03,6.011256059,0,0,0,0,0,0,0
47,Jasa Pendidikan,12.09948516,0,0,0,0,2.887998867,6.279708012,0,0.241976914,0.056010067,0,0.148780555,0.039556702,0,0,0.000635095,0.005839598,0,1.32E+00,1.118327587,0,0,0,0,0,0,0
48,Jasa Kesehatan,18.88056135,0,0,0,0,4.07E+00,8.86E+00,0,0.741676887,1.72E-01,0,0.456023249,1.30E-01,0,0,8.96E-04,8.24E-03,0,7.77E-01,3.664985948,0,0,0,0,0,0,0
49,Jasa Kemasyarakatan dan Perorangan,57.70033335,0,0,0,0,12.44884062,27.06894559,0,2.26661712,0.524650776,0,1.393639362,0.396174732,0,0,0.002737604,0.025171833,0,2.373098951,11.20045676,0,0,0,0,0,0,0
50,Kegiatan yang Tidak Jelas Batasannya,0.303121054,0,0,0,0,0.045533044,0.099007733,0,0.011806412,0.002732814,0,0.007259224,0.004619713,0,0,1.00131E-05,9.20688E-05,0,0.001453769,0.130606263,0,0,0,0,0,0,0
