6437812.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2353034.39,294.99,440118.23,424720.39,1.07,376.75,6866.48,0.00,0.00,1.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.28,0.00,0.18,40762469.55,0.00,8546275.66,0.00,0.00,74718.43,0.00,229.84,0.00,0.00,0.00,0.00,0.00,0.00,3663335.61,0.00,0.00,2427.48,895559.99,0.00,0.00,518.55,0.00,576501.31,0.00,0.00,0.00,104.96,0.00,0.00,0.00,1973.74,27601.38,0.00,0.00,2.21,24.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39584.49,392.48,0.00
0.00,424014.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47975.13,4.37,4100.98,37071.99,389.98,3129.22,66763.68,0.00,43.73,196.83,0.00,0.00,0.00,226533.36,0.00,0.00,20.07,0.00,0.00,0.00,0.00,174.26,0.00,43.44,0.00,5552064.79,22253.17,960084.51,41527.84,223791.04,880.43,32240.01,461.01,1080.93,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12887.07,73275.40,0.00,239.57,245.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20674.13,0.00,1236.14,168.47,0.00
0.00,0.00,28807.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.31,0.01,9.76,244.81,0.56,1.17,105.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,109.02,4550.10,246.41,134.28,0.00,0.00,0.00,136763.21,453.37,24882.64,195.11,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.68,1348.24,0.00,3.82,40.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,627683.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30538.14,3.09,5495.80,16210.98,21.87,433.27,54.25,0.00,0.00,0.00,0.00,0.00,0.00,5220.19,0.00,0.00,0.00,0.00,0.00,721.32,5624.88,6071.54,233.95,713.24,0.51,5127542.74,53916.05,2730.32,384900.16,34483.21,4773.95,199.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.93,10.76,0.00,0.00,0.03,0.00,13779.43,243774.31,0.00,18.00,198.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10398.76,0.00,2192.99,7.06,0.00
0.00,0.00,0.00,0.00,223970.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83963.26,7.64,8816.03,1.63,16.08,140.81,489.18,10.01,0.00,0.00,0.00,0.00,0.00,2282.24,0.00,0.00,0.00,0.00,0.00,398.01,9189.87,53677.39,0.00,17.26,0.00,61186.19,66.86,5455.58,265646.93,1544.74,249.58,1419.20,0.46,0.00,0.00,0.00,0.00,282.88,0.00,0.00,0.00,0.00,20877.79,17899.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,413.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,10.32,545.84,894946.05,0.00,51.69,2570.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,269439.72,0.00,1061.71,71.25,0.00
0.00,0.00,0.00,0.00,0.00,2472049.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.94,0.08,33.08,282.26,0.00,2.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.50,44.44,213.34,0.00,0.00,0.00,7732019.07,11.94,41232.57,2006.26,488.03,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,706.14,11305.27,0.00,105.30,4.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.83,148.84,0.00
0.00,0.00,0.00,0.00,0.00,0.00,7470.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.81,0.17,46.64,0.00,0.00,0.72,0.00,27.83,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,2.17,59.97,5358.51,0.00,0.00,0.00,1536.10,0.27,0.00,2134.77,22999.59,235773.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.52,0.00,0.00,0.00,0.00,74.70,0.00,21.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.06,1759.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1310.51,63.64,0.00
0.00,0.00,0.00,2.90,278.36,0.00,1.62,21.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3450.01,0.36,1.85,89.49,0.01,434.02,0.00,0.00,0.00,0.00,4.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.38,17.79,4432.69,5.52,1781.19,1771.38,0.00,5536.37,29.25,2165.34,1812.34,6.01,388.04,0.82,265.69,329.94,0.00,0.00,0.00,11889.87,0.00,0.00,1521.20,0.00,9897.47,309.89,0.53,0.00,0.00,17.96,0.00,4.76,0.00,0.00,0.00,0.00,0.00,1231.63,305.58,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.84,0.11,0.00,0.00,0.00,0.00,0.00,3.87,15.14,0.00,143.54,171.31,0.00,0.00,0.00,0.00,0.00,0.00,1554.73,177.71,0.00,195.65,187.94,1091.19
0.00,0.00,0.00,0.00,1190.76,0.00,0.00,0.00,379636.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56853.45,5.17,5474.24,0.00,22.39,0.00,0.00,20.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,179181.86,594575.58,0.00,0.00,0.00,508743.65,52378.15,0.00,617313.49,303.99,1086857.04,580.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,178305.39,0.00,0.00,0.00,65258.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,550.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,267537.51,1773523.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1019425.77,0.00,2285.40,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16787.45,0.00,0.00,0.00,25.25,5.79,10.44,343.62,0.50,36.57,4005.22,0.04,9.91,3922.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,165.71,0.00,47.56,47121.01,6.44,3145.95,721.89,4.46,928.19,189.19,83.35,2034.93,81.15,6.29,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,188410.71,181892.84,0.00,34527.76,0.00,13.94,0.00,0.00,0.00,0.80,0.02,0.00,0.00,0.00,199.05,2.76,0.00,0.00,55.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3856.26,2.08,0.00,1755.21,0.00,0.25,0.00,73.86,1923.23,0.00,28.16,132.04,0.00,0.00,0.00,0.00,0.02,0.00,10380.72,624.76,9824.94,166.54,1519.13,708.01
