Jasa Reparasi dan Pemasangan Mesin dan Peralatan ,Jasa lainnya
Ketenagalistrikan,Pengadaan Listrik Gas
Gas,Pengadaan Listrik Gas
Pengadaan Air,Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang
Pengolahan Sampah dan Daur Ulang Pembuangan dan Pembersihan Limbah dan Sampah,Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang
Konstruksi Gedung,Konstruksi
Konstruksi Bangunan Sipil,Konstruksi
Konstruksi Khusus,Konstruksi
Perdagangan Mobil dan Sepeda Motor,Perdagangan Besar dan Eceran Reparasi Mobil dan Sepeda Motor
Reparasi Mobil dan Motor,Perdagangan Besar dan Eceran Reparasi Mobil dan Sepeda Motor
Perdagangan Besar Bukan Mobil dan Sepeda Motor,Perdagangan Besar dan Eceran Reparasi Mobil dan Sepeda Motor
Perdagangan Eceran Bukan Mobil dan Motor,Perdagangan Besar dan Eceran Reparasi Mobil dan Sepeda Motor
Angkutan Rel,Transportasi dan Pergudangan
Angkutan Darat,Transportasi dan Pergudangan
Angkutan Laut,Transportasi dan Pergudangan
Angkutan Sungai Danau dan Penyebrangan,Transportasi dan Pergudangan
Angkutan Udara,Transportasi dan Pergudangan
Pergudangan,Transportasi dan Pergudangan
Jasa Penunjang Angkutan,Transportasi dan Pergudangan
Pos dan Kurir,Informasi dan Komunikasi
Penyediaan Akomodasi,Penyediaan Akomodasi dan Makan Minum
Penyediaan Makanan dan Minuman,Penyediaan Akomodasi dan Makan Minum
Informasi dan Komunikasi,Informasi dan Komunikasi
Bank,Jasa Keuangan dan Asuransi
Asuransi dan Dana Pensiun,Jasa Keuangan dan Asuransi
Jasa Keuangan Lainnya,Jasa Keuangan dan Asuransi
Jasa Penunjang Keuangan,Jasa Keuangan dan Asuransi
Real Estat,Real Estat
Jasa Profesional Ilmiah dan Teknis,Jasa lainnya
Jasa Perusahaan Lainnya,Jasa Perusahaan
Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib
Jasa Pendidikan,Jasa Pendidikan
Jasa Kesehatan,Jasa Kesehatan dan Kegiatan Sosial
Jasa Kegiatan Sosial,Jasa Kesehatan dan Kegiatan Sosial
Jasa Kesenian Hiburan dan Rekreasi,Jasa lainnya
Jasa Perorangan dan Rumah Tangga,Jasa lainnya
Kegiatan Jasa Lainnya,Jasa lainnya
