344637,0,0,0,0,0,0,0,0,32823,4074,0,0,0,0,0,0,0,2050476,0,0,0,0,12510,73,0,2027,0,0,0,0,0,0,0,0,0,0,114,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,0,0,1381
0,41668,0,0,0,0,0,0,0,31358,1589,0,9130,0,0,0,0,0,269379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947,323,0,0,0,0,0,0,0,388,1269,9205,491
0,0,40172,3120,41,0,0,0,0,24817,232,0,1093,0,0,0,0,0,304512,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4721,5,0,0,1608,3762,0,0,0,0,0,0,0,5302,0,20371,4959
25,0,2319,43471,2663,0,1366,0,529,5900,5,0,590,0,0,0,0,0,401317,0,0,0,24,0,128,0,0,0,0,0,0,0,89,0,0,0,0,27,136,0,225,20946,0,0,0,6313,2172,4608,0,1,0,0,0,0,15213,9590,25236,9259
0,0,0,16032,41604,0,0,0,122,11146,4,0,34,0,0,0,0,0,8658,0,3,0,32,1,1441,0,2,0,5,0,0,10,71,0,0,0,0,557,6097,0,0,0,0,0,0,17832,15130,0,0,0,0,0,0,0,23699,62349,621298,30114
1,0,1,41,0,6,29,0,14,49,0,0,0,0,0,0,0,0,5,0,26,0,39,0,13,0,0,0,0,0,0,22,30,0,0,0,0,0,0,0,5,51,0,0,0,4,5,30,0,0,0,0,0,0,34,52,16,21
0,0,0,5,36,0,207260,0,0,199229,0,0,0,0,0,0,0,0,34628,0,0,0,8,0,31,0,0,0,0,0,0,118,5351,0,0,0,0,279845,1556,0,0,439,0,0,0,26,2106,0,0,0,0,0,0,0,113,0,3221,10
0,0,0,0,0,0,0,77704,0,107637,0,0,0,0,0,0,0,0,143056,0,0,0,0,0,33919,0,0,0,0,0,0,0,0,0,0,0,0,198385,209791,0,0,0,0,0,0,0,33752,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,549682,97965,3,0,0,0,0,0,0,0,33528,0,18,424,85,2,14768,43,5,0,12,0,0,24,249,0,0,0,0,40429,166396,0,0,0,0,0,0,38,674,0,0,0,0,0,0,0,104,591,3133,28050
56665,12581,6009,25411,25518,2,3802,20976,50616,76359,18191,0,5480,0,0,0,0,0,6513,0,28,0,0,0,532,0,0,0,52,0,0,0,661,0,0,22166,1155897,0,0,0,625,9488,138,0,0,79278,70835,10,0,0,0,0,0,9,2272,0,28926,569
75930,13347,6157,1901,3148,2,19518,2517,30324,35329,0,27190,4637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
